baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
YGL035C	254.170162563742	-4.84341062064938	0.238163772453153	-20.3364708694396	6.11774832999684e-92	3.6798256204931e-88
YLR076C	299.625930457033	-3.17182231578816	0.212379437167509	-14.9346959295615	1.95965948989535e-50	5.89367591586027e-47
YPL142C	247.752695938926	2.38341522506115	0.203855458556011	11.6916919563686	1.40558179753109e-31	2.81819150404984e-28
YNL043C	60.3125102570211	2.66901441196454	0.269866740128549	9.89011988173559	4.59477342515147e-23	6.90939053807153e-20
YDR433W	45.0866920372973	2.56626437037044	0.262069276705539	9.79231294347367	1.21484536116127e-22	1.46145896947701e-19
YBR050C	25.9912934912027	2.11731743805879	0.22867305158531	9.25914716832687	2.06071535004486e-20	2.06586713841997e-17
YDR413C	10.0611381756927	2.75848377117753	0.299923418441114	9.19729371422565	3.67078031216588e-20	3.15424908252539e-17
YDR524W-C	5059.04041177058	1.59869259474122	0.180025071053841	8.88038863355365	6.66271692473271e-19	5.00953028778341e-16
YGL209W	1843.64322359403	1.03432525344269	0.128915865209418	8.02325805099688	1.02976705957218e-15	6.8822765148074e-13
YLR342W-A	149.517535472088	1.92423410096878	0.25137986846174	7.65468656159177	1.93784302162406e-14	1.16561257750687e-11
YML132W	7.03034900696808	2.33472107230549	0.308212947601806	7.57502593733285	3.59055890513733e-14	1.96338289221828e-11
YKR098C	162.861508553426	1.46312757091984	0.197875100659819	7.3941974813456	1.42264848087004e-13	7.13102551036109e-11
YCR013C	595.388970102347	-2.06697887575403	0.284305535081343	-7.27027307140766	3.58761520646946e-13	1.65996195899337e-10
YDR277C	297.246698755236	1.79974594135112	0.253712926216465	7.09363124768661	1.30637941393891e-12	5.61276583917325e-10
YNL089C	16.6685933519631	-1.95065880944823	0.278404678882756	-7.00655900352059	2.44250583336057e-12	9.7944483917759e-10
YKL183C-A	24.2226124048539	2.05586359558438	0.295974814930533	6.9460761249801	3.75586154052106e-12	1.41196919788964e-09
YER098W	138.485230967023	1.22817127864242	0.184504141068169	6.65660549151926	2.80224025275733e-11	9.36415284463075e-09
YHR071W	4286.17484677768	1.15754954930642	0.173759089249678	6.66180718548259	2.70480741059684e-11	9.36415284463075e-09
YHL034W-A	36.9009678083588	-1.8009580912103	0.274213167489178	-6.56773016299947	5.10880096787205e-11	1.6173388327237e-08
YDR216W	157.948011722599	1.50340681547849	0.230853110608157	6.51239574601324	7.39615463531312e-11	2.22439350657042e-08
YDR155C	1428.48912598719	-1.56475657242103	0.245072337544581	-6.38487635160532	1.71536014778985e-10	4.52717731353681e-08
YDR418W	3506.84690649147	0.794047194411424	0.124390972261582	6.38347928289861	1.73109024457767e-10	4.52717731353681e-08
YNL119W	427.921523156554	0.848751946515326	0.132908744275248	6.38597521286938	1.70308588275066e-10	4.52717731353681e-08
YMR181C	375.232435583468	1.30982197762933	0.208527747770695	6.28128386573118	3.35788382021397e-10	8.41569632441126e-08
YPR030W	48.0233511742264	1.53675761227426	0.246610217099804	6.23152451000166	4.61917704984829e-10	1.1113739981935e-07
YOR248W	19.4190092804336	1.84337992717606	0.303534390228066	6.07305131320048	1.2550232964664e-09	2.90344812624823e-07
YNL149C	56.2406828603634	-1.63231493765224	0.270137663221174	-6.04253001298745	1.51716115444917e-09	3.37989790518954e-07
YDL172C	10.8603373554071	1.75978112714048	0.299098380355135	5.88361971419236	4.01389521720385e-09	8.62270704695756e-07
YER134C	66.309720304483	-1.21770045581005	0.209360556061512	-5.81628401604112	6.01701996390098e-09	1.24801293389188e-06
YIL047C-A	17.7912652293144	-1.68187546276929	0.291196725387995	-5.77573618153958	7.66173429344737e-09	1.48662360564793e-06
YMR103C	70.7445116821911	1.09790783602233	0.190088701159449	5.77576588890147	7.66038245688291e-09	1.48662360564793e-06
YPL146C	1368.44344141376	0.726779740654148	0.126173890314446	5.76014370994579	8.40423509553724e-09	1.57973356561427e-06
YHR107C	580.516303279401	-0.570981990316808	0.0997745344278355	-5.72272267258521	1.04830311166334e-08	1.91077067171364e-06
YHL012W	98.2032956785885	1.15754216527619	0.203376675401501	5.69161710894822	1.25841799269596e-08	2.16268120744748e-06
YLR264C-A	2929.19970972776	1.21296399870951	0.212986864371632	5.69501787017749	1.23358999866629e-08	2.16268120744748e-06
YDL173W	267.413688955934	-0.739851241290149	0.13074934943369	-5.65854625277019	1.52660576202311e-08	2.55070379404695e-06
YDR342C	36.6047408713464	1.40748004717691	0.251939881925096	5.58657103600362	2.31596840083315e-08	3.66593419237143e-06
YNL090W	114.418437329393	-1.21316906072091	0.217116540271113	-5.58763997992057	2.30176206544923e-08	3.66593419237143e-06
YML047W-A	3.99031320558152	1.69507256166258	0.304942467950955	5.55866348512405	2.71848252321372e-08	4.19273650695654e-06
YBR092C	1024.90145183022	-0.957652262553407	0.173053638703305	-5.53384644049741	3.13283276775118e-08	4.71099727450584e-06
YNL144C	98.589423462779	1.2448705914145	0.227222643906249	5.47863791219739	4.2861244748328e-08	6.28805822344372e-06
YHR092C	679.247409503217	1.67866242182445	0.308741900697915	5.43710593874629	5.41529433180114e-08	7.7554750966152e-06
YKR075C	480.15015119845	1.48231136067186	0.279043422300286	5.31211719112555	1.08358879761401e-07	1.51576432968564e-05
YOR045W	305.970796558912	-0.89112958117895	0.169028004966579	-5.27208246559586	1.34884441871674e-07	1.84393163149572e-05
YMR104C	164.557393518088	0.855059772840972	0.163104745315401	5.242396664717	1.58504163502244e-07	2.11867231881333e-05
YBR126W-A	6.80249994452378	-1.602373095718	0.308015138437587	-5.20225435621793	1.9688550412292e-07	2.54630151942027e-05
YHL020C	1264.18953180294	-0.777471715862536	0.149505052441368	-5.20030395740265	1.98962878491692e-07	2.54630151942027e-05
YCL021W-A	128.774834641158	1.26290802506455	0.244265242262236	5.17023221711063	2.33803280232193e-07	2.92984735540966e-05
YBR135W	304.048058534069	-0.682038548681957	0.132032002510357	-5.16570631145624	2.39532650880305e-07	2.9403855000919e-05
YNL266W	14.6116748240514	1.466513784897	0.286203415968995	5.12402614040032	2.9907949149039e-07	3.59792628262939e-05
