baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
YOL126C	798.317537945903	-2.66510365589015	0.337064711842709	-7.90680116384839	2.64086924075452e-15	2.47977621706849e-12
YKL216W	3619.18497732197	-2.26104555108727	0.322725007284773	-7.0061058177996	2.45042614056133e-12	1.15047507299355e-09
YHR094C	3385.18102101418	-1.82774473984021	0.266342191171651	-6.86239281805065	6.77165441329985e-12	2.11952783136285e-09
YNL112W	21023.0444916103	2.2435623485865	0.361625245154989	6.20410875248749	5.50077386531319e-10	1.29130666488227e-07
YOL143C	1385.41135258946	-1.91316321399736	0.332725325739402	-5.74997773237072	8.92552037683898e-09	1.67621272677036e-06
YDL130W	6589.49530403964	-1.21076642495172	0.27466816994924	-4.40810606185446	1.04278479956066e-05	0.00163195821131244
YLR420W	1058.56960362671	-1.36383570818832	0.326877376917805	-4.17231599521575	3.01519075080767e-05	0.00404466302144057
YJR094W-A	4250.74586903498	-1.06862208103983	0.278168757627793	-3.84163228880547	0.00012221883630928	0.0143454359118017
YFR032C-A	4427.74238572197	-1.22970888590997	0.32402853628027	-3.7950635460277	0.000147605645398038	0.0154001890031953
YNL065W	823.123706904658	-1.14927214345772	0.31237327466298	-3.67916283714626	0.000234000828162202	0.0219726777644307
YOL158C	922.735156580728	-1.16726300394961	0.332935003519945	-3.5059786192763	0.000454931762316937	0.0388346295286912
YGL030W	8146.13077344873	-0.9776116296294	0.284193205995466	-3.43995426000788	0.000581812505416495	0.0411817356452426
YJL188C	1102.06518744995	-1.14819022144358	0.335203346985556	-3.42535428649243	0.000613998188533968	0.0411817356452426
YMR058W	2125.24093057408	-1.12033134056666	0.323309745969078	-3.46519507851089	0.000529846990201408	0.0411817356452426
YDR500C	3860.77845421621	-0.956432524718756	0.285385141251935	-3.35137463892848	0.000804114368684611	0.0503375594796566
YER145C	1648.77243177165	-1.0313586219156	0.319738251172478	-3.22563414960084	0.00125693915052652	0.0621192559128631
YKR057W	4599.33065052632	-1.03934059529601	0.319433861483894	-3.25369574304948	0.00113914214837948	0.0621192559128631
YOL086C	12767.502671394	-0.766814515127296	0.234810271769925	-3.26567704788761	0.00109202715386851	0.0621192559128631
YPL265W	517.008607741419	1.01314349463952	0.313642329783041	3.23025114416271	0.00123681522578979	0.0621192559128631
YDL075W	5958.93248092374	-0.816643511869216	0.255527109954459	-3.19591730213973	0.00139387056517746	0.0654422230350815
YDR524W-C	1709.7895611549	0.85890091199048	0.27271394300072	3.14945727578077	0.00163574024301921	0.0731409565807162
YJL138C	724.10829304078	0.81365998964024	0.263729042996444	3.08521192962131	0.00203407158968672	0.0839245630747484
YJL153C	1049.25973031002	0.965514284593061	0.313727927008802	3.0775528777391	0.00208707806764067	0.0839245630747484
YKL056C	9556.33939093343	-0.89565759300879	0.291804090725555	-3.0693798389933	0.00214503675590411	0.0839245630747484
YIL018W	10267.9173622279	-0.797489343119303	0.262800067538728	-3.03458576167139	0.0024086626287573	0.0874074849683707
YMR116C	10139.9198694701	-0.846975190313893	0.279240338035225	-3.0331405422058	0.00242022855077491	0.0874074849683707
YPR062W	902.0246937131	-0.878437613457987	0.292240268147622	-3.00587464905505	0.00264818141615199	0.0920978648061746
YLR110C	21211.8531423768	-0.871705277457431	0.291284491827935	-2.99262508617299	0.00276589295985827	0.0927561960466756
YGL189C	6728.71480554285	-0.911879116303618	0.309895870129838	-2.94253394187397	0.00325538097490698	0.0955250854824267
YNL302C	6557.8400971575	-0.811727512274795	0.275807448393738	-2.94309496354132	0.00324948724048774	0.0955250854824267
YOL039W	5177.45149862165	-0.806229691419281	0.272019812082027	-2.96386386435766	0.00303802655130703	0.0955250854824267
YOL040C	7238.77798650942	-0.830257789108459	0.281158194402916	-2.95299160983603	0.00314710516592345	0.0955250854824267
YDL133C-A	870.112581108978	-1.07202629074556	0.365744577728846	-2.93107910827412	0.00337786751153105	0.0961156846462925
YLR180W	2372.68101947512	-0.912838069641983	0.312583904755177	-2.92029773688104	0.00349697113979791	0.0965781147138304
YBR054W	742.217238173476	-0.995076016007234	0.344568457806523	-2.88789061640103	0.00387834717439051	0.0997565686029113
YCR031C	6196.37299998506	-0.843432125093417	0.293352768728703	-2.87514629143806	0.00403840339306735	0.0997565686029113
YDR382W	8792.44328639392	-0.855493204154885	0.298867243980861	-2.86245221376508	0.00420376645842666	0.0997565686029113
YDR461W	855.186126294222	-1.04603983571035	0.365077090354347	-2.86525740274488	0.00416670398293803	0.0997565686029113
YGL209W	673.524713747805	0.819355866757234	0.286585975662683	2.85902289832086	0.00424948109064585	0.0997565686029113
YLR075W	4813.74572684009	-0.905949837398655	0.312490705524713	-2.89912570640284	0.00374204832771248	0.0997565686029113
YBL087C	4896.42561215549	-0.798630769642634	0.285287670975909	-2.79938760378493	0.00511996376205159	0.117259657867474
YEL071W	1816.81174516836	0.82132141848414	0.2969024507095	2.7663005695017	0.0056696251396621	0.126756619193874
YOR369C	17012.9550791144	-0.935415692574374	0.343211941882351	-2.72547536500063	0.00642089678374751	0.140214466975324
YOL121C	4354.23894630153	-0.788637373884347	0.290645411271974	-2.71340039546117	0.00665965855061227	0.142123167705112
YHR089C	1608.44298957697	-0.846529615398999	0.316372930740373	-2.67573339292321	0.00745659349980294	0.149209907227607
YJL079C	600.236482002382	-0.90907779488457	0.341571762250464	-2.66145476691358	0.00778037939466732	0.149209907227607
YJR073C	2075.32017556616	-0.854883019144942	0.318466801365932	-2.68437091551859	0.00726664382338012	0.149209907227607
YKL180W	5490.29572051182	-0.743116814166795	0.278486536801119	-2.66841199112433	0.0076210741961857	0.149209907227607
YLR262C-A	871.348083863083	-0.838986524317117	0.31526612598864	-2.66120098277653	0.00778624649004552	0.149209907227607
YJR104C	3091.07626020283	-0.75771272312368	0.288820876349563	-2.62346937209142	0.00870392704314669	0.163459749870295
YFR031C-A	5140.24432705959	-0.693809773112225	0.265339455553585	-2.61480062083007	0.00892795547237044	0.164099541991181
YGL009C	1126.538673631	0.800867078690493	0.306993333771795	2.60874419926598	0.00908751457246157	0.164099541991181
YNR001C	510.454398885695	0.833445941742727	0.323791114946055	2.57402350858695	0.0100523442770251	0.175434509194618
YNR056C	849.944309315888	0.794837783010479	0.308942675425765	2.57276785058938	0.0100888855127895	0.175434509194618
YEL017C-A	897.167998191764	-0.929390108618358	0.364587931754005	-2.54915214595045	0.0107985178284234	0.183356665744269
YLR109W	4413.88819186559	-0.800683787002883	0.314639098846138	-2.5447688794533	0.0109350088196795	0.183356665744269
YMR120C	3030.84122058807	-0.713721565308311	0.281261518373636	-2.53757275234568	0.0111624164473446	0.18388612357994
YEL040W	2492.5053338219	-0.786859910979312	0.311545675531676	-2.52566468668351	0.0115479642441456	0.185530678820294
YLR056W	1594.82169517888	-0.836163617234622	0.331502005524058	-2.52234859307341	0.0116574121942464	0.185530678820294
YHR193C	2627.60833851938	-0.743715764085655	0.299577971125772	-2.48254489904874	0.0130447627293707	0.1997203860999
YKL096W-A	1588.35320637886	-0.771696420988771	0.312053258058884	-2.47296383248514	0.0133997703134118	0.1997203860999
YOL127W	9793.54534363031	-0.694754540024934	0.280852075151163	-2.47373831811994	0.01337075931202	0.1997203860999
YPR132W	6401.73278612086	-0.771294553122668	0.31138409318963	-2.47698764963231	0.0132496486708397	0.1997203860999
YAL044C	1732.63687333375	-0.802135926004247	0.327016755794211	-2.4528893758246	0.014171391278477	0.204722098622921
YEL027W	1841.10636100486	-0.770035991814198	0.313358678451035	-2.45736290317718	0.0139961220653551	0.204722098622921
YEL065W	885.404840929944	-0.823952421364411	0.337913095034212	-2.43835599588406	0.0147542359205271	0.209912538323863
YER117W	8372.58343866963	-0.854503776856861	0.353599220205265	-2.41658840865322	0.0156667211594787	0.219567927891798
YDL081C	8560.93529451036	-0.714322002312591	0.298682086379183	-2.39157965906849	0.0167760430536101	0.226310678830026
YJL136C	5002.65795220684	-0.745470528798033	0.311904835664945	-2.39005761872456	0.0168457297385582	0.226310678830026
YLR264W	1839.30245972555	-0.717843480411127	0.300414528507002	-2.38950986817668	0.0168708706263065	0.226310678830026
YDR155C	592.859093942542	-0.770417608595021	0.32321763591989	-2.38358778413307	0.0171447948629421	0.226745948962009
YGR034W	8255.2430006222	-0.727961056315465	0.307474842819781	-2.36754672232532	0.0179064589431386	0.232597027080642
YMR142C	6031.60134976793	-0.703855576026308	0.297749079106311	-2.36392192425555	0.0180826229785802	0.232597027080642
YLR058C	6080.2115649132	-0.589391891003336	0.250330942723892	-2.35445081055529	0.0185500986633996	0.232759214812399
YOR167C	4821.78531961691	-0.765666819665657	0.325312847071097	-2.35363228522703	0.0185909915984344	0.232759214812399
YDR033W	3239.17431398864	-0.627360703988269	0.269046802935248	-2.33179022067494	0.0197117297501873	0.237298900454178
YOR202W	489.322118683058	-0.791792658974653	0.339381711605244	-2.33304456869389	0.0196458062687882	0.237298900454178
YPL131W	11467.9794759608	-0.613727667373487	0.262391944737595	-2.33897297414082	0.0193368322338799	0.237298900454178
YGL147C	7525.25367000836	-0.69794588114702	0.30182770459589	-2.31239833361714	0.0207557421148023	0.246704327162018
YML024W	7545.06565670362	-0.796466816550411	0.347610062674286	-2.29126513318663	0.0219480838908238	0.257615634668544
YGR027C	6013.06240045023	-0.59546478272737	0.262009104861912	-2.2726873672623	0.0230450264656061	0.264554752029223
YPL234C	688.191664042903	-0.741468717081489	0.326389300315616	-2.27173107808526	0.0231027578981856	0.264554752029223
YLR029C	10910.4446386382	-0.596395995848952	0.264928545654056	-2.25115792779735	0.0243755365450561	0.267407259131456
YLR179C	519.227366414251	-0.742186559389117	0.328598740615994	-2.25864091261521	0.0239057307014226	0.267407259131456
YLR185W	2967.76884194953	-0.793047485960416	0.352349450199075	-2.25074137482647	0.024401922586705	0.267407259131456
YPR080W	4521.84230441056	-0.645982477724618	0.2871877677763	-2.24933841272722	0.0244909736797713	0.267407259131456
YJL159W	4321.94764172451	-0.657722640063186	0.293446104240032	-2.24137458483751	0.0250018213673048	0.269847244412634
YDR345C	4697.61512098193	0.650572320339387	0.291451903904486	2.23217728765495	0.0256032479059397	0.270128649254802
YKL006W	2632.79115160933	-0.649700926292321	0.290884778492668	-2.23353359931378	0.0255137771774244	0.270128649254802
YBR092C	688.208526114989	-0.665365958645922	0.302977483417473	-2.19609045246809	0.028085469826906	0.279908678100868
YER043C	5038.32382752027	-0.594441177932261	0.269514261424234	-2.20560194028683	0.0274118831139676	0.279908678100868
YGL234W	3941.15618453537	-0.621334078731913	0.281810613209226	-2.20479304046158	0.027468620641377	0.279908678100868
YHL020C	662.769703522768	-0.717576036092643	0.328969244499213	-2.18128608704745	0.0291622628358601	0.279908678100868
YHR021C	6017.84527059026	-0.763651896966508	0.349294182013292	-2.18627144765168	0.0287957517694941	0.279908678100868
YKL152C	2650.3774446991	-0.771451638734467	0.351819653933568	-2.19274742075705	0.0283255820863266	0.279908678100868
YLL045C	4044.14952344203	-0.617570371053192	0.283211267626083	-2.18059957935203	0.0292130462767679	0.279908678100868
YMR242C	4063.40141589784	-0.652345365882487	0.294866743725358	-2.21233957292277	0.0269432107289576	0.279908678100868
YNL178W	11785.852886845	-0.616114139126184	0.280918869519144	-2.1932102324803	0.0282922356489791	0.279908678100868
YLR344W	3648.9170589738	-0.682183648673404	0.314204822963364	-2.17114314872546	0.0299203532365446	0.283790017061771
YPR035W	4688.80110580603	-0.619980176596313	0.286282062961905	-2.16562703992675	0.0303396983937041	0.284889767916882
YDR025W	4115.22650885912	-0.628102165062979	0.293048164053955	-2.14334106849185	0.032085721403272	0.294067922046962
YHR072W-A	931.475938521869	-0.777266277255822	0.362206455237487	-2.14592055446994	0.0318793176100908	0.294067922046962
YLR027C	998.187034404954	-0.665685156077182	0.310891225138651	-2.14121564794986	0.0322566517261311	0.294067922046962
YDR226W	2104.16601178595	-0.655217808038302	0.309601334469992	-2.11632746725712	0.0343169662233224	0.309473622212999
YLR325C	5350.08819412798	-0.65590892228605	0.310424384453378	-2.112942652495	0.0346056766052874	0.309473622212999
YDR524C-B	6699.00721084954	-0.55545841109524	0.26515604160625	-2.09483596047976	0.0361855772141877	0.320549594378512
YJR105W	3114.08494594206	-0.553025127191205	0.265226542412165	-2.08510476425771	0.0370597919054317	0.322214301844448
YNL244C	1198.8353337841	-0.624797013473402	0.299410837660738	-2.08675483611371	0.0369103015950971	0.322214301844448
YAR015W	1902.39603064815	-0.565152597202623	0.272772314809962	-2.07188400918312	0.0382762595893953	0.32738909158843
YDR064W	7279.21402138716	-0.466321286773659	0.225967663587715	-2.0636637975975	0.0390496041085241	0.32738909158843
YLR130C	811.200790520927	-0.677711697246967	0.327860389094259	-2.06707403452793	0.0387271783514691	0.32738909158843
YPR074C	3486.75123809544	-0.591453216915779	0.285928102705232	-2.068538249021	0.038589437777734	0.32738909158843
YAL003W	6281.43862116725	-0.477428946254885	0.233230703404572	-2.04702442382432	0.0406556865351789	0.337837961562239
YER074W	4999.17993166054	-0.648568305258124	0.319014000109544	-2.03304025853228	0.0420484558413992	0.338935086120643
YGL008C	12510.0980209307	-0.628869331086973	0.307992698042474	-2.04183194953618	0.0411682038616518	0.338935086120643
YHR010W	9223.40384773535	-0.71990074757193	0.354415924142053	-2.03123138249112	0.0422315283025722	0.338935086120643
