	Tneg1	T45	T60	T90	T180	T300	Galactose.minusLys	Galactose.plusLys
YIR015W							-1.5785259878279052	-1.9082430005920898
YIR016W	-2.149093913120915							
YIR018C-A						-1.54367581383426		
YIR018W						-1.733905652254435		
YIR019C				1.189255981413035	1.343162059188765			
YIR026C							1.352067851416105	
YIR029W						-1.31302341998718		
YIR033W	1.0612739775983902							
YIR036C		-1.491903695469015	-1.1733490766167751				-1.14511173568361	
YIR037W							-1.2626802002943749	-1.224003767256835
YIR038C						-1.2325486406799249	-1.93606039118984	-2.448768778912715
YJL011C							1.24815052864712	1.618728475433485
YJL012C		1.230124595779955	1.200157307437745	1.142783651387775		1.0539141034183048		
YJL016W								-1.16017385992185
YJL026W						1.180428264622195		-1.8405288447906352
YJL034W							1.0469244593263598	1.105946507062985
YJL035C					-1.14279859580353			
YJL048C	-1.21655769429091							
YJL052W	-2.57975418160573							
YJL056C					1.202097953172635			
YJL066C								-1.0942451931912551
YJL068C				-1.08298735195739				
YJL069C							1.2866050484468499	
YJL070C								-1.010601399386605
YJL071W						-1.5609722743726149		
YJL072C						-1.7266651269639102		
YJL073W						1.16078406407712		
YJL078C						-1.612751964540095		
YJL079C						-3.05734492323308		
YJL084C					1.1991208661385349			
YJL088W						-1.9709512232091		
YJL089W	2.44099308763046				1.13713684046671			
YJL101C					1.06512176638451			
YJL104W					-1.06095734653914			
YJL107C		1.12833244552552					1.65149203151627	1.6763227782802899
YJL108C		1.353497739059445	1.196377756214975				1.468968512237815	1.61376978810914
YJL109C							1.096111559544965	
YJL116C								-1.40494154560499
YJL123C							-1.191789766383225	-1.1203989800862448
YJL127C-B						-1.6315016331428702		
YJL130C					1.052595181731005			
YJL133C-A						-1.259318924320845	1.658657250926345	
YJL136C							1.2418866691778048	
YJL137C							-1.00979114194794	
YJL138C						1.253457746709935		
YJL151C				-1.1706697861962199	-1.2553473921287401			
YJL153C	-1.704733412941065			-1.4229608868180552				1.4734677303249448
YJL158C							1.54760955388041	
YJL159W							1.4830095536512151	1.3586426678788297
YJL164C							-1.30844705989018	-1.811687196879945
YJL167W						1.1753574682607701		
YJL171C		1.19987595577208	1.04455555356279		1.0813774085622603			1.15399312352841
YJL177W							1.401073690642865	
YJL185C								-1.65974571573163
YJL188C		-1.7226671146479648	-1.6964812262126352	-1.5427453541054348	-1.8965468067456248	-1.9869371370022202	1.439918987871415	1.125097771415565
YJL190C							1.95330063464572	
YJL191W							1.279885875302105	
YJL194W				1.082668375231485	1.255355675635035			
YJL196C						-1.10075839259749		
YJL200C							1.052057978001055	
YJL205C					-1.34856683810938			
YJL207C					1.1192333881044152			
YJL209W								1.264406881887475
YJL210W						-1.8885449770820197		
YJL213W	1.32316637044167	1.1122785557927202	1.1699832042761549	1.1653441896097347		-1.602282358761395		
YJL217W							1.857144319408775	
YJR003C							1.0462505606520098	
YJR008W	-1.24178654901384							
YJR009C							1.5980605809694852	
YJR010W							1.693209337316005	1.8598689613765649
YJR025C						-1.598457548609985		
YJR033C								-1.1403890239465
YJR039W							-1.10841287067425	-1.1872483165039052
YJR041C							1.36020554944149	
YJR044C								-1.089678583918285
YJR048W						1.884169603159225		
YJR058C						-1.09526763587364		
YJR069C							1.365705139448465	1.1221872720788801
YJR073C	-1.7520992200858698	-1.530622384793475	-1.8147315005824551	-1.612600970334935	-1.06067997227275			
YJR074W		-1.182285223924335	-1.246565279122895			-1.1947224616708398		
YJR075W						1.036491218695055		
YJR078W			1.05344485102231	1.089260320334255	1.2730756193222899			
YJR080C		-1.2352170549386798	-1.07294021242418					
YJR085C		-1.25647397185754	-1.28237122638412	-1.1591707206265651	-1.5529395011973	-1.0495242088401149		
YJR091C					1.11792391071744			
YJR094W-A					-1.0625725678445002		1.3327041135246502	
YJR101W					-1.0175851105231701			1.0815210119117649
YJR104C							-1.21479966777459	
YJR106W						1.271712841612685		
YJR109C						-1.575504354326645		
YJR111C						-2.206264082808675		
YJR112W						-1.853166574597595		
YJR117W						1.48314293571938		
YJR122W						-1.1166649240717499		
YJR123W							1.3665714506046898	
YJR130C						-2.268596080640965		
YJR144W		-1.03290660117311						
YJR145C							2.02951815475914	
YJR146W	1.247232002486885			1.058194051585355				
YJR151C			1.0735096403147502	1.2177802717356099	1.22662064896411			-1.02691769660221
YJR152W				1.565101069306185				
YJR153W				1.1003518170474	1.602059190661015			
YJR154W	-1.45468860424918							
YJR155W	-1.231657985629965						-1.0350309973940552	-1.0398894003726151
YKL001C							1.706473555174175	1.657386683225935
YKL002W								-1.02752975287755
YKL006W							2.002198911861265	
YKL009W							2.3801521677077897	1.8876809403609651
YKL014C							1.179254539783255	
YKL018C-A		-1.450692241068345	-1.280572730016725	-1.38581810798819	-1.341888574970845	-1.0691781135419451		
YKL024C								1.105626550459695
YKL029C							1.6034235563736599	
YKL032C							1.2674416242697601	
YKL035W	-1.2567352406043648							
YKL050C							-2.690461686488115	-3.4339579983096353
YKL051W								1.203877550586225
YKL052C						-1.058127542491505		
YKL055C						-1.128168752027795		
YKL058W					-1.130753034589545			
YKL060C	-1.392302350989							
YKL068W-A							1.49610910394141	1.6117975281594452
YKL069W								-1.17349164947145
YKL073W						1.3700556100063248		
YKL076C	1.097347845671075							
YKL093W							-1.200275788560635	-1.13056101102224
YKL096W		1.7863133713576849	1.90587964533928	1.2889487445353551				1.202547167900415
YKL096W-A	-1.643881611149455	-1.48995834789631	-1.5767384453745599	-1.81352730573655	-1.149210872596375			
YKL100C							-1.037633454327725	
YKL101W						1.132056260489935		
YKL104C						1.909154447433425		
YKL109W	1.20017118158642	1.156751323108695		1.1751630835978002	1.075976950213395		1.56700113480611	1.515929606706925
YKL110C							1.337383043778245	1.6231882271899152
YKL120W						-2.359569493030965	2.07531823750677	
YKL132C							1.382092296529855	1.717295513860485
YKL137W					-1.1981761354101952			
YKL141W		-1.1593830603493949	-1.1016878583939151					
YKL148C						1.2209497211438651		
YKL150W					-1.0555030279035749	-1.065435698072435		
YKL151C							-1.0242516866508549	
YKL152C	-1.820653982734505							-1.28666516312704
YKL153W		1.0855333591597						
YKL156W					-1.126984853393255		1.117497346443875	
YKL159C						1.19957899807561		
YKL161C		1.62250936114261	1.410251590453655	1.202721024622955	1.2363156532277			
YKL163W	-1.226633842816785	2.04191753968994	2.139755518147775	2.07465572973317	2.092786976803115			
YKL168C							-1.083264720501945	-1.221448582578045
YKL180W							1.58023443177317	
YKL187C	1.9328173875892452							
YKL188C							-1.119809095527335	-1.3176544830217
YKL198C								-1.12187074472196
YKL211C						-1.39641288602562		
YKL217W						-1.577650756196205		
YKL218C		1.18656651209299						
YKL220C						-1.6670644034077902		
YKR015C					1.1677800626228851			
YKR039W						-1.72792446544185		-1.13480488648906
YKR042W							1.17534347459195	
YKR043C							1.53547069777406	
YKR046C								-1.10245763639639
YKR052C						-1.3849646420750652		
YKR054C					1.062737352676165			
YKR057W					-1.15622153799595		1.03238781943771	
YKR058W							-1.19126169350763	-1.218883915771805
YKR059W						1.173500466884775		
YKR061W								1.0954083745401
YKR066C	-1.441717026524165							
YKR071C							1.24285689545517	1.11993386065919
YKR075C					-1.35230171742325		1.16742253888552	
YKR076W							-1.74469156255188	-2.08403420954446
YKR085C					-1.298498276036385			
YKR091W		2.36721067339208	2.0970359315649	2.07668574143713	2.20351386932622	1.4929841338476302		
YKR092C							1.67176478932902	
YKR093W	-1.72584460836					1.479614563174085		
YKR094C							1.34109837956124	
YKR096W					1.13331323154732			
YKR102W					1.78190814289756	1.064049146935235		
YKR103W					1.878114046704375			
YKR104W					1.9479522263171951			
YLL004W							1.1637613295500149	1.51394917731596
YLL009C					-1.19841462980176			
YLL011W							1.116582560916225	
YLL012W							1.08115470475965	
YLL013C					1.1931679220826			
YLL024C		2.085113009667295	2.395196701914355	1.76422028559805	1.49799076078032	1.37667229930442	2.017218816693695	1.81724701663906
YLL026W		1.14300077441594	1.239769594834875					1.056112934612615
YLL034C							1.6728546045676902	
YLL035W							1.327407410716595	
YLL040C								-1.200442413734165
YLL041C		-1.253926846864545	-1.4972793500287	-1.05247867717341				
YLL045C							1.6901340099996003	
YLL048C								-1.18749649111748
YLL051C						-1.357606789606535		
YLL052C							1.94338917640109	1.10878546682906
YLL053C	1.335517275397945					-1.76563990016899	2.3151847546845152	1.5093262284244902
YLL055W								1.3109671621363401
YLL057C								2.0089381619639353
YLL058W							1.7891327334471798	1.19767166779981
YLL061W					1.2018204154500398			
YLR002C							1.460192477709315	1.0397409410222749
YLR004C						-1.3257410824854399		
YLR008C								1.5809915907498602
YLR009W							1.345995660592395	1.13461960361252
YLR014C							1.2997449564884849	1.2325888173228101
YLR023C						-1.47470668468051	1.5334470663742148	1.7730822373891302
YLR038C		-1.1129445094533952	-1.232009546754595	-1.1929741887619252	-1.39848542650853			
YLR042C						1.21488311399557		
YLR043C		-1.498072739739925	-1.2462916239009352		-1.05201020474773			
YLR044C							-1.1564918670609399	-2.9507899482299846
YLR047C	1.0749075723120098							
YLR048W							1.9249226295627349	
YLR054C		1.259065796387865		1.445029302958185	1.335161475057225	1.1635897498785601		
YLR056W						-1.449585806391375	1.2359738590814948	1.1563942750757947
YLR058C	-1.0704911331193299							
YLR060W							2.15883423796651	1.38152150806188
YLR070C							-1.432037755823325	-1.492165811740195
YLR075W			-1.037913305494585	-1.06973585165054	-1.1570250947248248			
YLR081W							1.57238061262822	1.525760992568215
YLR087C					1.217272213877115			
YLR089C								1.0391012621606999
YLR090W						-1.2170327722463101		
YLR094C							1.164587856841255	
YLR099W-A						-1.207716762748145		
YLR106C					1.152763827383235			
YLR110C							1.0443388645135	
YLR113W							1.0214305326196849	1.262811238433705
YLR121C		1.09064854405411						
YLR134W		2.02085241656508	1.31837040721759					
YLR142W		1.15700050314946		1.26261026171604				
YLR146C								1.1373598314811848
YLR146W-A					-1.13035245161221			
YLR147C					-1.06913807907247			
YLR153C								1.2862258651261
YLR154C						1.15701953871329		
YLR167W							1.2435913223986352	
YLR168C							1.6438892890520802	2.44805400327834
YLR173W							-1.034876683425915	
YLR178C						-1.0368785134356902	-1.653966359667785	-1.45784615749542
YLR180W							2.1517838933951747	1.48060517802705
YLR185W							2.2170123868430904	
YLR186W							2.10563677716362	1.66393454861587
YLR187W					1.10024145308573			
YLR193C						-1.560527130565255		
YLR194C		1.26056579120621				1.527453745060625		1.16118502217101
YLR196W							1.5277616912276697	
YLR204W		-1.12159451621753						
YLR205C	1.848454536290515	1.54483395132051	1.9507471894776252	1.3515317407986598				
YLR211C								-1.17194083412704
YLR214W	1.4315798841140452					-1.1887249201563401		
YLR216C						1.29549419577257	1.4796751312939	1.54578931042434
YLR219W								-1.2313690971277897
YLR220W	-1.34002584293746							
YLR222C							1.575078141466755	
YLR224W							1.301822510758135	
YLR226W							1.2776724826862949	1.55137456470029
YLR237W						-1.71464519786383		
YLR249W							2.425221239436835	1.8656092035871947
YLR251W	-1.18635765599144							
YLR257W	-1.084018761516675					1.4244460619253152		
YLR258W	-1.388596000360025							
YLR262C-A					-1.0953734904949202			
YLR264C-A							1.7622221738741048	
YLR264W					-1.07678747111887		1.69155251676243	
YLR267W	2.587424791182915				1.085182249699185		-1.234033849841005	-2.0199563690051403
YLR273C								-1.059645053890735
YLR284C								-1.4067809448601651
YLR290C			-1.15900436625135	-1.10845101990056				
YLR293C							2.0246727573550247	1.770686692626885
YLR294C								1.0441186383487202
YLR295C		-1.07461521260427						
YLR297W					1.183853717259145	-1.512845980360045		
YLR300W	-1.257416292913605						1.289515104798105	
YLR304C		1.63919423884321	1.6372742338554649	1.3422408886610049	1.2328433101802299			
YLR309C	1.34122708150272		1.069040170841805		1.095630365862685			
YLR326W						-1.077646821690735		
YLR327C						-2.46011137651351		
YLR337C								-1.105967209558375
YLR340W							1.4492569535354802	
YLR342W							1.1374516948775701	
YLR342W-A	1.5816598103819048		1.0747124311001448	1.7201176228801498			1.0698065630527949	1.1713658599181298
YLR343W	1.34740602916401				1.4697148104908302		1.1286324625666349	
YLR344W							1.2351870869611448	
YLR355C								-1.1194029650589599
YLR356W							-1.16508334882658	-1.63611097960464
YLR364W								1.643650987489525
YLR367W		-1.08941092689884	-1.097482778614485		-1.385190298096815			
YLR388W							1.2868526386179249	
YLR395C		-1.4808964953023	-1.5063323429931148	-1.462182252798455	-1.567951425089055			
YLR409C							1.1352473730926549	
YLR413W							1.47711573912515	
YLR422W					1.057360273550525			
YLR423C							-1.406484031921475	-1.15659512056541
YLR430W	1.10908527841264				1.27610056702304			
YLR435W							1.2756231609441149	1.09389086064207
YLR437C							1.5775970458002249	1.42507907297707
YLR441C							1.20399985041111	
YLR446W						1.4861801671850152		-1.1017676245895451
YLR448W							2.4499839192618	
YLR454W							-1.335775573847915	-1.5243323134126952
YML004C							-1.0645324907930949	
YML006C								1.3634897576838751
YML008C							1.1942698924238302	
YML009C		-1.0545465435271102			-1.4409868537679151			
YML018C							1.1902081984550552	
YML020W						1.015502178596965		
YML024W					-1.02285233775389		1.4040434999302098	
YML026C							1.764965909343635	
YML027W							-1.4196229660969002	-1.79805257993372
YML028W						1.3739861931210051		
YML038C						-1.1010438988924252		
YML043C								1.079399111085635
YML046W							1.042758014348095	
YML052W	-1.328217171907435					-1.08758401296147		
YML054C	-1.36642420375129					-1.512869365197445		
YML056C							1.49562872506708	
YML063W							1.750149320601805	
YML073C							1.17014629026378	
YML080W								1.2330909532811152
YML081C-A		-1.165323279868475		-1.1139014384899801	-1.15003038784029	-1.126902358351915		
YML086C								-1.17232037212986
YML087C							1.058064508561445	1.319588619958445
YML091C							1.124341144804665	1.0985735509147498
YML122C						-1.3153534939774603		
YML123C	3.2277362706117305	3.46538208715076	3.4651460670863754	3.438914982359725	2.598374029783265		1.20589710181068	
YML125C							1.5940064848067452	1.326378951415565
YML128C	-1.710384733958695						-2.1494684532396953	-2.243731381698855
YML129C					-1.33837601714162			
YML130C						1.332610365239355	1.7689114645960649	1.6648256932730998
YMR002W								1.237952985346785
YMR008C		1.0922831237753199						
YMR009W		1.2149209362306101						
YMR011W		1.32471961536962	1.13671932570443				3.59311380958766	1.26748557247709
YMR018W	1.322313330711085				1.0845766428367098			
YMR024W								1.059582616500765
YMR042W						-1.243835437934675		
YMR049C							1.056323166921	
YMR053C							-1.502293935826525	-1.746453943122485
YMR056C	-1.10058311163967					-2.288732418014325		
YMR058W						-3.2443936028202396		
YMR059W						-1.1103002046627348		
YMR062C						-1.941545472555065		
YMR063W						-1.095626542581385		
YMR071C						-1.0888867541752902		
YMR072W							-1.024679567500295	-1.34887021137035
YMR081C	-1.21463927133764							
YMR085W		1.1270985808640601			1.436814169599745	1.6920680433824598	-2.090494529353275	-2.671526379979125
YMR090W	-1.1638163103498749						-1.483469366450045	-1.421724470425685
YMR093W							2.8582816244035403	1.18784895994365
YMR094W		1.10532897104843						
YMR102C		1.3285745182765551	1.1243601858075398		1.091104791755535		1.4485449615677348	1.939461832860655
YMR103C		1.137760994772695						
YMR104C		1.561839298253715						
YMR105C	-1.5255744202223451						-1.060120266774235	
YMR106C							-1.144827762650745	
YMR108W						-1.66228077901822	1.311184893507905	
YMR110C							-1.4211792873765399	-1.3020432450282997
YMR114C								-1.048445727597695
YMR116C							1.479645377340415	
YMR118C							-3.134026339019215	-2.9585047827601847
YMR119W-A				1.055293031946785				-1.16464255622238
YMR120C	-1.82585086609638							-1.2465820080716048
YMR122W-A	-1.064384212004675						1.871082931587695	1.50052188477558
YMR123W								1.12362315200878
YMR131C							1.6310724494210351	
YMR132C								1.178263869898835
YMR134W	1.435006546589475			1.075729759368325				1.4171804113087352
YMR136W		1.199320998022255						
YMR139W							-1.033048150678225	
YMR142C							1.4303156370461751	
YMR143W							1.2899851454269098	
YMR144W								-1.36381051100918
YMR145C							1.079059281160325	1.842742126635955
YMR152W								-1.140100266505085
YMR158W								1.34311643782436
YMR160W							-1.01011164453515	-1.139364442954155
YMR169C	-1.134579971484215						-1.235921364067265	-1.391426354641185
YMR170C								-1.16849901899944
YMR177W								1.2975257021126851
YMR186W		1.400928400094805	1.5260334686319101	1.028380142461745		1.247719879392005		
YMR191W								-1.1061956255917202
YMR194C-B						-1.84082818038546		
YMR194W							1.409552071969	
YMR195W						-2.584243068773355		
YMR196W		1.3578058883723	1.199498583691245					
YMR202W							1.5137127536385853	
YMR205C								-1.096912566165555
YMR217W							1.1516764408702949	
YMR229C							1.52535440460621	1.3083484210806
YMR239C							1.249667908614215	1.07873380386505
YMR242C							1.7296571226831352	
YMR244W							1.60973875343936	
YMR245W						-1.3976844815066		
YMR251W						-2.038466007834495		
YMR251W-A	-2.205929600300935				-1.26776378497605			
YMR253C						-1.250444591469165		
YMR256C		-1.2393839524943449	-1.2058171799236352	-1.13208483279538	-1.098912108330865			
YMR263W					-1.05184748079972			
YMR272C	-1.24158632920666							
YMR274C								1.4089020589097552
YMR286W					-1.1839998090412052			
YMR290C							1.8069966029957	
YMR300C	-1.041236435280045							
YMR303C	2.08115663734083							
YMR305C						1.216472189590005		
YMR307W							1.7373245200916951	1.8779515109030247
YMR316W		1.1001823683303948						
YMR317W					1.238713946107245			
YMR319C	1.084906751989745					-1.3988169612145451		
YNL007C		1.04449181112494	1.1044738208099698				1.2974570731746549	
YNL009W								-1.1220684514626251
YNL012W					1.09931375231277			
YNL014W		1.2247511011899852					-1.2483930803531549	-1.627331233812025
YNL021W								1.4279588011922348
YNL022C								1.354733248341935
YNL030W							1.089463637628475	
YNL036W						-1.50150668909538		
YNL037C		1.26305642912369	1.23386333659503	1.40824533180148			1.632540765742525	2.141965204853995
YNL044W						1.5048942293489298		
YNL045W							-1.16706321039466	
YNL052W		-1.10474325278486	-1.05342320033643					
YNL064C							1.85232244928933	1.3869892164813151
YNL065W	-1.327098224128985					-1.241335361272725	2.8228109954822598	1.89764262880214
YNL067W							1.250470930646195	
YNL068C								1.1303125667400349
YNL069C							1.651896794473765	
YNL077W								1.0417104268673651
YNL091W					1.19342679772017			
YNL100W			-1.048784897291855		-1.035390986598805			
YNL111C						1.46839574715635	1.10120420585873	
YNL112W							1.72584618877736	1.12073816314176
YNL115C							-1.7890131925885	-2.370332256839785
YNL117W						-2.39528361870339		
YNL123W							1.2616462569230449	
YNL124W							2.04722275969629	1.94970053687044
YNL125C						-1.4516619340723051		
YNL129W								1.5327032000762548
YNL132W							1.186967870335905	
YNL134C	-1.088357395958805							
YNL138W-A					-1.290228307963695			
YNL142W						-1.871011319598705	2.174865582941965	1.7054655344940297
YNL145W	-1.4317517025377198					-1.3088692412770953		
YNL146C-A						-1.5203613925080899		
YNL148C								-1.037846380198525
YNL160W	-2.793690086774685			-1.433648525573505		-2.7718178398396898		
YNL162W							2.174988858560175	
YNL169C						1.120462344784245		
YNL170W		-1.28751070400132						
YNL173C		-1.102967125622915	-1.25066281187092				-1.586371468558725	
YNL175C							1.19589319418353	
YNL180C							-1.4432037297544948	-1.127943845105535
YNL182C							1.36676544822119	1.21290851455577
YNL190W			1.065924084372825		1.480467430844475			
YNL191W								1.3520670787779552
YNL192W		1.30113916139058	1.10816132658516		1.33607421474269			
YNL209W							1.3222334990428801	
YNL210W							1.084984022487335	
YNL217W								1.0858047942588351
YNL219C								-1.09390059581524
YNL237W						-1.2839897438338652		
YNL259C						-1.9427673506256702		
YNL264C							1.80198393564796	1.7098814236083049
YNL270C						-1.09932994349992		
YNL274C	-1.694300361800745	-1.610230647025335	-1.74069641702833	-1.6566909244456949	-1.300653268422085			
YNL277W						-1.9695512627405		
YNL278W							1.05322830099831	
YNL280C								-1.20912949836809
YNL281W							1.6082676537511453	1.182945161299475
YNL289W							1.885507086014155	
YNL299W							1.04697460376839	
YNL302C							1.12961288630748	
YNL303W	1.3248114593678548	1.145935780632885	1.4650285050468153	1.8144673424346252	1.550206032094395	1.8133822164544298	1.13855455005643	
YNL321W								-1.287244755879645
YNL327W							2.2491159368260547	2.08242778919516
YNL336W		1.21574151642005	1.12951699276275	1.4919201654581702	1.1817834156166152	1.1382724255788301		
YNR001C		1.05567505378689	1.07199271063954	1.128958476817735				1.2706987164090902
YNR002C	-1.737583564767895	-1.185431544035565						
YNR009W	-1.0586528629020648							
YNR012W							1.0418938495005001	1.128945653529225
YNR014W	1.2444907178505598							
YNR036C					-1.2353638864679701			
YNR043W							1.36944776328048	1.125754892682055
YNR044W					1.45067594661139			
YNR050C	-1.34337002246845							
YNR053C							1.366578316068525	
YNR057C	-1.70759183456459	-1.584322424048145	-1.6074685341719899	-1.440300112709425	-1.202545507467625			
YNR058W	-1.9212370803966001	-1.289384282957285	-1.3189093464784247	-1.256116336087075				
YNR060W		1.5353759301188301	1.4497352080776849	1.194798481414145	1.569106211683365			
YNR065C		1.054564830735825	1.0422750535546048		1.5646761819597599			
YNR067C							2.5273385697990998	2.8344154094698952
YNR068C			1.06795650813208	1.303388745219845	1.330222160310985			
YNR069C					1.4040000922384	-1.99664196485542		
YNR070W					1.04004182738728			
YNR075W							2.0172075676665697	1.4167245360594052
YOL007C						1.38534740915975		
YOL015W		1.378041177949775	1.206044858281535	1.124698665561485	1.47180603626341	1.1796280541049198		
YOL016C		1.18746166469404			1.100299582868025	1.38725683390726		
YOL029C							1.227437977625395	
YOL031C						1.48933846396333		
YOL035C	1.2018562447060301							
YOL039W							1.6103782975929648	
YOL040C							1.600794008101375	
YOL041C							1.7129586684206748	
YOL045W							1.284496843685075	
YOL048C							-1.6321704294346548	-1.26689853974401
YOL065C								-1.300779712761835
YOL077W-A		-1.602897591856705	-1.601028023079635	-1.320484492573545	-1.571978426404115			
YOL081W	1.16813713435615		1.194012480502115		1.3723653615853348			
YOL082W							-1.0661576098852499	-1.28333530448353
YOL083W							-1.618674388498245	-1.8326860759011647
YOL086C	-1.401430352791905							-1.80487122422547
YOL086W-A		-1.26048169321016	-1.1891698651167348	-1.140641813241075	-1.707436846333535			
YOL087C								-1.298603641378925
YOL097C							1.391032613477655	
YOL101C	1.293494497789905			1.532989525689095				
YOL109W							1.582286551243135	
YOL110W						-1.512979990857025		
YOL118C						-1.9326611012594748		
YOL119C						-2.3810818585370797		
YOL120C							1.5250488769916148	
YOL121C							1.6359339376878799	
YOL124C							1.5838329564462401	2.048306258958905
YOL125W							1.2799245388545653	1.5888504609338399
YOL127W							1.8168592613927999	
YOL128C								1.48464243940004
YOL136C							3.165319111775595	2.94495882485438
YOL140W							1.080934713928015	1.2128081212369302
YOL143C					-1.1025351392450702			
YOL147C								-1.192029408167845
YOL151W	-2.00126472741643							
YOL152W							2.24311604013114	
YOL154W		2.75607224561759	2.53670746915003				1.576287291581165	2.028528198489985
YOL158C	1.5719910585201					-2.45990991432476		1.02461271598231
YOL164W								1.31999529433854
YOR009W					1.38683737081985			
YOR011W					1.36415228634455		1.327556719161915	1.2726665424092851
YOR018W								-1.083316178559755
YOR020W-A					-1.110852968731715			
YOR023C								-1.028414335994785
YOR025W								-1.119083113153805
YOR027W		1.3260565276420402	1.4363259585386752			1.1239717821101851		
YOR028C						1.06799572635181	-1.9733584135635298	
YOR032C							-1.385187987814945	-1.2421195416409598
YOR045W		-1.2289821587227001	-1.075136143167085		-1.5297269612668303			
YOR047C							1.3430088030751701	1.1068423587985599
YOR054C							-1.2109491316193899	-1.12493556884401
YOR058C		1.0730712528527	1.027376384840425		1.2667751710600599			
YOR063W							1.13150369662615	
YOR074C	-1.0601772229161148							
YOR079C								1.3515034087065803
YOR083W	-1.062392280809415							-1.434063110804115
YOR084W							1.258155893768005	1.48481242783384
YOR086C							-1.1046067152734351	-1.600593867444385
YOR092W							1.029969325300995	
YOR095C								2.0450783657509652
YOR096W							1.39425998308092	
YOR099W						1.0564756271037998		
YOR100C	2.962370688652195							
YOR107W						-1.797108070559115		
YOR113W								-1.27689042545986
YOR115C							1.10003256928595	
YOR120W	-1.4570487506205252							
YOR125C	-1.1832165499293401				-1.16939675101772			
YOR130C						-1.759135694244275		
YOR133W	1.32023197459027	1.4220209398589247	1.543776536238795	1.537223459125435	1.4138882993121848			
YOR136W	1.10561024033088	1.47489641572672	1.5493982773254251	1.6751891345962802	1.195666762204025		1.8782357741657851	2.11806516399593
YOR137C		1.18692403350303	1.12260106120551					
YOR152C		1.69122310004991	1.6323856468229452	1.4962173582414549				
YOR153W		1.147904356227635						
YOR161C								-1.219979774500635
YOR167C					-1.17143177397916		1.38785077784972	
YOR173W	-1.743429856095445					-1.418377955565995	-1.62256210903363	-1.6576608978667648
YOR176W	-1.402207276443805					2.124016288842685		-1.240274012369055
YOR178C	-1.4774979619455801							
YOR179C						-1.49025082446936		1.0635139495182448
YOR180C								-1.268430347333045
YOR185C				-1.09523324015002		-1.095529998492385	-1.066758229288555	-1.13713471680048
YOR192C					1.1243233369939198			
YOR198C						1.55482528822508		
YOR201C						-1.559199629830965		
YOR204W					1.10498858396167		1.2738357678906698	1.1204308204272748
YOR208W		1.86188291621225	1.7068755184970401	1.67873111775492	1.5300012474769649			
YOR215C					-1.1987979918298		-1.188114580474	-1.318681144624015
YOR217W								-1.0235497794627748
YOR220W		1.0850993732579801						
YOR226C						-2.656202150394545	1.260104245770735	
YOR227W					1.174195535077605			
YOR228C							-1.12719141714574	-1.024131815475275
YOR230W							-1.3510542411260849	-1.64576656412416
YOR233W								1.065004967064465
YOR234C							2.069030420021575	
YOR243C							1.2591036389862649	
YOR247W						1.08210466031691	1.442619599081985	
YOR267C							1.08235007850619	1.09375385206233
YOR269W						-1.103223480903835		
YOR271C							1.3198662093199651	
YOR273C								1.4985225016186101
YOR274W								1.183323181758205
YOR276W		-1.05647388051785						
YOR288C							-1.5139136768114048	
YOR289W					-1.05466971886908			
YOR293W							1.5776834721410702	
YOR298W	1.1100443568110498	1.14316116762751	1.3634850459666499	1.80055929349451	1.71151545731423			
YOR302W						-1.782222349139625		
YOR303W						-1.47683522961225		
YOR306C							1.7060301852222102	1.6712562965720499
YOR310C							1.7216398275214901	
YOR312C							1.30088992433393	
YOR316C						-2.355357283043995		
YOR328W								-1.64920927469913
YOR335C							1.031274265440035	
YOR337W						-1.66132258958346	1.1510139794579102	
YOR338W						-1.1374654846255048	2.7965195545533197	2.14400079018645
YOR340C							1.225436998900585	
YOR342C								1.029410029141165
YOR348C						-1.205661970594695		
YOR356W	-1.65202758255953							
YOR359W							1.3383953381978948	
YOR360C						-1.0289257751393799	2.0201773576946946	1.8211514118571202
YOR369C					-1.04025858756151		1.3146481885106298	
YOR374W		-1.2178823650577701	-1.214027537906885	-1.17371253778226		-1.75861080251113		
YOR375C							1.93300046125623	1.333050400533855
YOR377W		1.102344802871475	1.1907945965531002	1.4741266549731	1.71569672100594			
YOR381W						-2.17914891093553		
YOR382W						-3.332762907832875	1.90934392644348	1.7969172365549548
YOR383C						-2.9896792589980703	1.690141565225135	1.59352380322553
YOR384W						-1.78325949757065		
YOR385W		1.50595662774309	1.1506614565128852	1.4629325523756649	1.7534843041801302	2.0253328882144		
YOR389W								1.07021704077426
YPL001W							1.252638294985515	
YPL004C	-1.4755123371754548		-1.03506306544027					-1.1765727278090452
YPL009C	1.109191468268805							
YPL012W							1.1170400319584202	
YPL013C					-1.1464494478053049			
YPL016W					1.377017456148285			
YPL017C					1.092114872356785			
YPL019C	1.941226628334725	1.9177573770771548	1.903079738523635	1.9386139810601901	1.190944644693245	1.8020090424927102		
YPL026C						-1.128895786555515	1.970339183332855	1.19066034580061
YPL030W							1.3378407096613603	
YPL036W							-1.5975445404378101	-3.8809607076123847
YPL058C					1.154251561709255		3.60659018032198	2.018700312918815
YPL079W							1.47371327479983	
YPL081W							2.372843646375045	
YPL085W					1.20518130569786			
YPL088W		1.56550210707484	1.2269187896280198	1.310375478325285				
YPL090C							1.042291151749495	
YPL093W							1.8848126870638997	
YPL097W								1.1907693378348148
YPL106C							1.92902388523789	1.4923725015166451
YPL108W								-1.06126973101513
