	galpluslys	galminuslys	highgluc	lowgluc
YJL077W-A			-1.15684467827744	
YJL079C			-3.46575088399688	
YJL084C			1.05867953298019	
YJL088W			-2.2973900734054	
YJL101C			1.1495981646466102	
YJL104W			-1.0143179369030901	
YJL108C	1.77210284022181	1.4396603664218	1.3774659744643352	
YJL109C	1.24401298384125			
YJL115W		-1.00515604022833		
YJL116C		-1.73519643649658	-1.82552636039363	
YJL123C	-1.17599716690302	-1.1030961593283402		
YJL127C-B			-1.419518234989	
YJL130C			1.05105558646534	
YJL133C-A	1.6892683826831		-1.28923382045172	
YJL136C	1.2901915150828798			
YJL137C	-1.00216570187012			
YJL138C			1.256650903229	
YJL148W	1.0734894822834			
YJL153C		1.3651015228440901	-1.71577898290701	-1.90969231271493
YJL158C	1.57670357293452			
YJL159W	1.52586637629926	1.32719463923854		
YJL167W			1.25512617116599	
YJL171C	1.1841743069576698	1.18875350629425	1.1381016114330602	
YJL172W		-1.10650793254409		
YJL177W	1.44756171760465			
YJL185C		-1.69834101587739		
YJL189W	1.58712548335177		-1.1956414894550733	
YJL190C	1.9953858389441699			
YJL191W	1.30998868535655			
YJL194W			1.21467089886241	
YJL196C			-1.1929376598151	
YJL200C	1.1135118716106298			
YJL205C			-1.1701256705345966	-1.09634856953445
YJL209W		1.2304956035238601		
YJL210W			-1.501379022067685	
YJL217W	1.8904620814491			
YJR003C	1.21179759049684			
YJR004C		-1.11109755987363		
YJR008W			-1.11511047392747	-1.28341839631267
YJR009C	1.6298793101156002		1.04398170546197	
YJR010W	1.7409222025961297	1.74387869579149		
YJR021C	-1.1176687630556799			
YJR025C			-1.3837120902295648	
YJR033C		-1.22304562195745		
YJR034W			-1.10464578396453	
YJR039W	-1.1488204927493602	-1.33316823655456		
YJR041C	1.4092279078291898			
YJR044C		-1.0847647199628399		
YJR048W			2.22710393527637	
YJR054W		1.4030005149991998		
YJR058C			-1.12784935702099	
YJR069C	1.7576289568658603	1.8379846722871203		
YJR073C			-1.7448800352263067	-1.82149303347249
YJR074W			-1.2691348959581632	
YJR075W			1.05748226841692	
YJR078W			1.2170568435315825	
YJR085C			-1.3108088962192501	
YJR091C			1.01352876212719	
YJR094W-A	1.41237857926537		-1.00624747713279	
YJR101W		1.2303766754591698	-1.02848610511217	
YJR104C	-1.1844111409579299			
YJR106W			1.253401127171835	
YJR109C			-1.7352905686006599	
YJR111C			-2.51422284827109	
YJR112W			-1.9652459163250602	
YJR117W			1.5490572516860401	
YJR122W			-1.19812287702806	
YJR123W	1.40310836742952			
YJR124C	1.1784488422483501	1.1067738654635502		
YJR130C			-2.65413007888199	
YJR144W			-1.06284006789711	
YJR145C	2.03628377193991			
YJR151C		-1.2255889294376399	1.1565587971070135	
YJR152W			1.6106121165199798	
YJR154W				-1.52374603197997
YJR155W	-1.0155489325481	-1.14969296056536		-1.3043917380433798
YKL001C	1.6923382584091002	1.72493342388994		
YKL002W		-1.16003250627542		
YKL006W	2.0339734379956402			
YKL009W	2.43586450241922	2.2153262926746002		
YKL011C		1.262815722631		
YKL014C	1.32434570835733			
YKL018C-A			-1.3078682101226982	
YKL023C-A		1.6680267575516399		
YKL024C		1.13451707197831		
YKL027W		1.42536634214196		
YKL029C	1.63522924570627			
YKL032C	1.30214160590756			
YKL035W				-1.37658690005294
YKL050C	-2.83522832135835	-3.61701845598942		
YKL051W	1.03344949417696	1.37781850918497	-1.45608764104132	
YKL052C			-1.11279081086802	
YKL058W			-1.06553561667342	
YKL060C				-1.4973176388072402
YKL068W-A	1.76622746652726	1.76030662851377		
YKL069W		-1.33665101072428		
YKL072W	1.15257774276168			
YKL073W			1.48905684879529	
YKL078W	1.45916692297656			
YKL093W	-1.2446778138127599	-1.24505801885793		
YKL096W-A		-1.07661046344468	-1.7059884683787325	-1.8277649117830903
YKL099C		1.03057618167463		
YKL100C	-1.0485377938142701			
YKL101W			1.10053018861217	
YKL104C			2.01237000281629	
YKL109W	1.5883364409636598	1.41070777330079	1.2719660360424725	1.26142144545722
YKL110C	1.38679889916928	1.7420706912573303		
YKL120W	2.14624174391724		-2.71776845969534	
YKL124W		-1.0781899947554399		
YKL127W		1.07967029715582		
YKL128C	1.8210170059325002	1.9407381704826299		
YKL132C	1.52829062911199	1.88712712375716		
YKL137W			-1.30038387700626	
YKL141W			-1.13092944901777	
YKL148C			1.2669138563110902	
YKL150W			-1.13010824959058	
YKL152C				-1.44835852607524
YKL156W	1.2092403728882	1.00672019343918	-1.2681934575176699	
YKL159C			1.50942530198212	
YKL161C			1.4239654474134351	
YKL163W			2.0359300571677372	-1.39352402437103
YKL165C			1.92314458712418	
YKL168C	-1.05968213753487	-1.23705836387797		
YKL170W			-1.1031361000406201	
YKL178C	1.04692384400088			
YKL180W	1.6093709627705			
YKL188C	-1.1102643985654501	-1.4060057116140903		
YKL198C		-1.30518104367896		
YKL210W		-1.08617343566539		
YKL216W				-1.1282067692284599
YKL217W			-1.9892589280501203	
YKL218C			1.22654562765131	
YKL220C			-0.42677556775958014	
YKR026C	1.06584411126781	1.54554567098142		
YKR039W		-1.29442440746503	-1.84833453101559	
YKR042W	1.2084974489442502			
YKR043C	1.5545682771998			
YKR046C		-1.19294875476074		
YKR049C			-1.21767325606002	
YKR051W	-1.01479715285334			
YKR052C			-1.4820750390854098	
YKR053C			1.6265096262391059	
YKR054C			1.14934580791587	
YKR056W		1.16747613962591		
YKR057W	1.06891225031455		-1.16608181330204	
YKR058W	-1.18436734395772	-1.2432198186838899		
YKR059W			1.16050436749196	
YKR060W		1.03888467668189		
YKR061W		1.1771442258916		
YKR066C				-1.45590877996888
YKR069W			-3.25771261050587	
YKR071C	1.29056864409145	1.15318079620177		
YKR075C	1.23876812962141		-1.51921934820551	
YKR076W	-1.75825570956841	-2.13991111126256		
YKR083C			-1.08453300668494	
YKR085C			-1.44758529190576	
YKR091W			2.139416850121138	
YKR092C	1.69496003926669	1.03629527124833		
YKR094C	1.37648939810167			
YKR096W			1.07877818472775	
YKR097W			1.00131477908296	
YKR103W			2.0144052157500902	
YKR104W			2.11428113222788	1.00940746526391
YLL004W	1.21275937749505	1.5755503230699501		
YLL009C			-1.37794357360856	
YLL011W	1.23556342069673			
YLL012W		1.0193180372392		
YLL013C			1.1186844609624202	
YLL024C	2.11992383969616	1.8550429569791398	1.896005936387758	
YLL026W		1.12678295731518	1.223798761881915	
YLL027W			1.02611631144299	
YLL028W	1.0658466249660798			
YLL034C	1.8489523554354599			
YLL035W	1.34728486776237			
YLL040C		-1.2624568462868		
YLL041C			-1.3278009381713767	-1.06365562008509
YLL042C			-1.06370396105953	
YLL045C	1.68943903255951			
YLL048C		-1.23472029231099		
YLL051C			-1.4120630198914499	
YLL052C	2.07856574962342	1.24888484674209		1.1567479456391
YLL053C	2.4567454935601	1.4592417910193702	-2.0597083750029297	1.45673322379051
YLL055W		1.2234023092757		
YLL057C		2.28293920070973		
YLL058W	1.86768624441488	1.32809439956671		
YLR002C	1.56341490018181			
YLR004C			-1.86451761042512	
YLR008C	1.02544965270918	1.8305666368023499		
YLR009W	1.36835301291485	1.2197552835093		
YLR014C	1.50541176939082	1.47950100781782		
YLR020C		1.12369997368025		
YLR023C	1.55365739553202	1.6985166783920203	-1.49253436315936	
YLR024C			1.06206642550995	
YLR026C	1.05205732377433			
YLR034C				1.03648803629267
YLR038C			-1.3383045026755125	
YLR043C			-1.3080012965432102	
YLR044C	-1.2563071426491201	-3.1167259161568905		
YLR046C				1.01398091497896
YLR047C			1.034752993714655	1.15171627348973
YLR048W	1.9811935788776898			
YLR054C			1.373944707713968	
YLR056W	1.26587259111451	1.21582026573479	-1.5856943262308898	
YLR058C				-1.13640423799931
YLR060W	2.21640307258785	1.7058739191701102		
YLR061W	1.94623919374037			
YLR064W		1.34749842783268		
YLR073C	1.03884546690374			
YLR083C		1.0063264714421802		
YLR084C	1.00575138324505			
YLR086W			1.07300756944846	
YLR087C			1.20407432972211	
YLR089C		1.03655508327105		
YLR090W			-1.21461470083333	
YLR094C	1.20718112703746			
YLR099W-A			-1.26493742828201	
YLR106C			1.1543216498989	
YLR108C			1.23909521436833	
YLR110C	1.0563720181348			-1.0796291103667601
YLR113W	1.02401773647254	1.0082948127976001		
YLR120C			1.0851332007506	
YLR121C	1.628226424509	1.6410766088646	1.24201460752328	
YLR125W			1.01260377749424	
YLR134W			1.72610423947743	-2.0842632181657903
YLR136C			1.27661119682962	
YLR142W			1.2127405797882764	
YLR146C		1.24671458149146		
YLR146W-A			-1.51861999318127	
YLR147C			-1.0921552876401701	
YLR153C		1.47484134600983		
YLR154C			1.19653044308781	
YLR167W	1.2722313335433502			
YLR168C	1.69061853432458	2.5849222919719197		
YLR173W	-1.0390969243530601			
YLR178C	-1.6531264547604998	-1.4727004303618898	-1.12243260793705	
YLR179C	1.00410246279202			
YLR180W	2.21783847790237	1.39553522095601		
YLR185W	2.28064872297952			
YLR186W	2.1768060804529	1.9796445323515501		
YLR187W			1.1223783286559	
YLR193C			-1.6859599412357	
YLR194C		1.2987584652983502	1.2560714924395475	
YLR196W	1.56181126416264			
YLR204W			-1.1032683950709499	
YLR205C			0.6113671285501351	2.1408330877286
YLR210W		1.56323404339846		
YLR211C		-1.05046166352792		
YLR214W			-1.26322638733753	1.68659433220289
YLR216C	1.47108065735374	1.59908509288571	1.2664223759906699	
YLR219W		-1.31319067491772		
YLR220W				-1.3656322485433001
YLR222C	1.69052433250784			
YLR224W	1.3266522183497	1.06688388612942		
YLR225C	1.01190756739774			
YLR226W	1.34942849370334	1.52239189691179		
YLR228C			1.0535691300008698	
YLR231C				-1.21095533630309
YLR237W			-1.81543241457647	
YLR245C			-1.06256437609011	
YLR249W	2.46462942303463	1.9355806506322		
YLR251W			-1.3744145941863934	-1.58046021369401
YLR256W			1.1522738473833	
YLR257W			1.43645337715466	-1.14968300129469
YLR258W			-1.0630382402049001	-1.50154571279303
YLR262C-A			-1.13906765586954	
YLR264W	1.7211092489285702		-1.10538485683091	
YLR265C		-1.1894208748914399		
YLR285W		1.0507252776603102		
YLR290C			-1.154108229578355	
YLR293C	2.06525763766545	1.7190564730228302		
YLR294C		1.0855238904493		
YLR295C			-1.07019360885561	
YLR297W			-0.33875785693372495	
YLR300W	1.32283852821783			-1.31255897390606
YLR304C			1.661308812438535	
YLR309C			1.096172589290075	1.3871998617713401
YLR317W			-1.13941462815275	
YLR325C	1.04045970378176			
YLR326W			-1.1419730553729	
YLR327C			-1.933032811184415	
YLR337C		-1.27879492803174		
YLR340W	1.49855756842868			
YLR342W	1.15745061252851			
YLR342W-A	1.03624926490864	1.04231075002306	1.3307872436950223	1.6486298873721201
YLR344W	1.28491944292215			
YLR353W		-1.0914283108726		
YLR355C		-1.05042991012922		
YLR356W	-1.18845002449823	-1.7285182830346701		
YLR359W				-1.08445068193115
YLR364W	1.02503170132787	1.8289363643902001		
YLR367W			-1.196903014383865	
YLR375W			-1.4643763989669498	
YLR378C			1.12770974585526	
YLR388W	1.7047808523463797			
YLR395C			-1.6121382079276676	
YLR406C	1.11321173084816			
YLR409C	1.17495415697663			
YLR413W	3.16658941797651	1.06137931296889		
YLR422W			1.061240768826	
YLR423C	-1.48565880410945	-1.10719882408788		
YLR424W			1.1039559667711698	
YLR430W			1.1278963835676352	1.17949320992606
YLR435W	1.30590418465934	1.4348613970681299		
YLR437C	2.12077563751299	1.83426540950736		
YLR438W		-1.2572836430136298		
YLR441C	1.2311622753089			
YLR446W		-1.49053038137403	1.34145136109948	
YLR448W	2.5130731232003702			
YLR454W	-1.3310237880082199	-1.57150419662948		
YML004C	-1.0387385599987			
YML006C		1.30438915139099		
YML008C	1.2272871912908798			
YML009C			-1.23010408254096	
YML014W		1.12376942344417		
YML018C	1.21387480186764			
YML020W			1.07494631804066	
YML021C	1.00330857506919	1.1930103633753202		
YML024W	1.42399122972674			
YML026C	1.77323595183582			
YML027W		-1.3105976471146399		
YML028W			1.4805717083208	
YML038C			-1.1297407225336298	
YML043C		1.05082789509391		
YML046W	1.1065044302276799			
YML052W			-1.1581616312071399	-1.3352705495001103
YML054C			-2.25894712156889	-1.6501402094881104
YML056C	1.61643636923077			
YML063W	1.80167613183493			
YML073C	1.19547887996341			
YML074C			1.00499031069643	
YML080W		1.4216169948640502		
YML081C-A			-1.187426106564286	
YML081W	1.01976666332409			
YML086C		-1.33627308219219		
YML087C	1.2030860876686298	1.4387709118431597		
YML091C	1.1446353697948102	1.01618754695547		
YML096W		1.02377849592712		
YML106W	1.0100712231906401			
YML111W	1.18319273668969			
YML124C	1.01649835408335			
YML125C	1.6585903446902002	1.20949165094249		
YML128C	-2.14936857788059	-2.29056227288952	-1.03384476992191	-1.90330186844751
YML129C			-1.28699119364325	
YML130C	1.7895775646751002	1.72505809728845	1.4409230418341101	
YML131W			-1.0199513852498199	
YMR002W		1.2735462760095702		
YMR003W			-1.05433110903283	
YMR006C		-1.23878410471706		
YMR008C			1.1372654234202701	
YMR009W			1.20088657875617	
YMR011W	4.30225177888248	1.4031565754640098	1.625800950157345	
YMR012W			1.0464499016844202	
YMR013C		1.1147140857846298		
YMR041C			-1.04564252820091	
YMR042W			-1.3892095983459198	
YMR049C	1.0932122441886			
YMR056C			-1.7332610814939349	-1.12721961803832
YMR058W		1.0430558268179	-4.01332616668392	
YMR062C			-2.1998206386581605	
YMR063W			-1.27059077476752	
YMR066W		1.1134920902378		
YMR071C			-1.09334975481956	
YMR072W	-1.07148804726517	-1.3086030043711399		
YMR076C			1.01338105013888	
YMR085W	-2.1220085815506797	-2.65911454943729	1.406246226352523	
YMR090W	-1.4803561138722199	-1.38470656712989		-1.17955088821989
YMR093W	2.99713222518111	1.7072969621814298		
YMR095C			1.0346600435645001	
YMR102C	1.53116725194126	2.13826670487634	1.1955943919364973	
YMR103C			1.2500024457118302	
YMR104C			1.6077549129193702	
YMR105C	-1.04378127486939			-1.73318946189145
YMR106C	-1.1293324659776298			
YMR108W	1.33334585034076		-1.8622851597068601	
YMR110C	-1.40682763378898	-1.3208063656698898		
YMR114C		-1.09214835465175		
YMR116C	1.51828680798109			
YMR119W			1.14358093997171	
YMR120C		-1.2359126455058702		-2.03951814560579
YMR122W-A	1.9366424073888502	1.5362953003528201		-1.12804957079757
YMR123W		1.0454294407965699		
YMR130W		1.2396750931296399		
YMR131C	1.67010799730708	1.12006211625485		
YMR132C		1.44333431978098		
YMR134W		1.5398061150748	1.13244361248157	1.5628777031742502
YMR136W			1.14440095622174	
YMR138W			-1.00777044349313	
YMR142C	1.47653616384844			
YMR143W	1.3626741478490298			
YMR145C	1.09560345820907	1.8449190501029098		
YMR152W		-1.2029855805803797		
YMR158W	1.0196395136505698	1.3950228296914398		
YMR160W	-1.04856362903029	-1.23609284838055		
YMR169C	-1.2584112652076798	-1.3222779460961498		-1.39166351729548
YMR170C		-1.19727363268548		
YMR177W	1.01192468229927	1.5039272490084699		
YMR183C	1.11076557539689			
YMR186W			1.3389068056548774	
YMR191W		-1.0737982956188699		
YMR194W	1.44045067226168			
YMR195W			-3.00829700586864	
YMR196W	-1.01746164419919		1.5220282976401898	
YMR202W	1.58548018401189			
YMR205C		-1.06245812394666		
YMR217W	1.2122320673173301			
YMR229C	1.5544741425427602	1.1878490218896		
YMR239C	1.3053026283192402	1.32525200489899		
YMR242C	1.7916047655529			
YMR251W-A			-1.8861736348897902	-2.41837334940522
YMR253C			-1.92396507000981	
YMR256C			-1.2257421114675149	
YMR258C	-1.00649883850391			
YMR263W			-1.03791487670074	
YMR272C				-1.2706676781034598
YMR274C		1.59438256663158		
YMR286W			-1.2657914785285	
YMR290C	2.0004010050386203			
YMR296C	1.10140407829663			
YMR300C				-1.07163184453322
YMR304C-A	1.04700594938932			
YMR305C	1.06797837505682		1.23713351123025	
YMR307W	1.7445509150717	1.7224322995739498		
YMR316C-B			-1.11630359903068	
YMR316W			1.138752480131255	
YMR318C	1.37156054804075	1.1126563290555		
YMR319C			-1.43916145878704	1.8282150575008402
YMR320W		1.1140828898501498		1.0685649798825798
YNL007C	1.30742532948318	1.00179575665995	1.12304588203939	
YNL009W		-1.42620480921275		
YNL014W	-1.22391983857614	-1.5626818026188503	1.272160084606605	
YNL020C			1.23534807183793	
YNL021W		1.3936975513208898		
YNL022C		1.18577313226951		
YNL024C-A			-1.00138623698169	
YNL029C	-1.00448167471681			
YNL030W	1.11951682411119			
YNL036W			-1.67191929201269	
YNL037C	1.65987685591544	2.1623501051598	1.3720425071859226	
YNL044W			1.68198441318131	
YNL045W	-1.1538274391482701			
YNL046W			-1.20872683388475	
YNL052W			-1.129577203633545	
YNL064C	1.8734990907807698	1.5001988095846		
YNL065W	3.18872033508713	2.0063707465080802	-1.2369762031533797	-1.5535926849331498
YNL067W	1.2643240796922501			
YNL068C		1.2265056006309498		
YNL069C	1.69947774140059			
YNL075W	1.0310612126690502	1.01212234623473		
YNL091W			1.09942135151973	1.07751887370231
YNL100W			-1.1102403614514198	
YNL111C	1.2229264429474098		1.4872379002149299	
YNL112W	1.83085835528301		-1.2293661549636101	
YNL113W	1.12236066936518	1.4856503074841698		
YNL115C	-1.79927806994036	-2.36189837308529		
YNL117W			-3.05840908354195	3.4029603619255604
YNL122C		1.12373611638866		
YNL123W	1.39050909934452	1.01585450039353		
YNL124W	2.12507174077903	1.9117648918163201		
YNL125C			-1.57113006115239	
YNL129W	1.11836724417376	1.53605236397477		
YNL132W	1.26698388697503			
YNL134C				-1.1628469529666798
YNL138W-A			-1.11616111638266	
YNL141W		1.2464394881471998		
YNL142W	2.21794700310081	1.8108743462600903		
YNL145W			-1.1926698997405576	-1.52278627656094
YNL148C		-1.11149619442195		
YNL160W			-2.4874230173068135	-3.33501552010424
YNL162W	2.2098714673226802	1.18505672356218		
YNL166C	1.0209788876274901			
YNL169C			1.1818162499503402	
YNL173C	-1.5606342049582902		-1.18311009088975	
YNL175C	1.1031498296422801			
YNL180C	-1.4373240415588	-1.26134455493168		
YNL182C	1.46530742072622	1.26706059650224		
YNL188W		1.22420494444738		
YNL190W			1.26701272189855	
YNL191W		1.30262187491788		
YNL192W			1.3043993528993334	
YNL200C			-1.14391627242016	
YNL201C		1.02092641440683		
YNL209W	1.3674747041309698			
YNL217W		1.20034901206027		
YNL219C	-1.01497415824949	-1.15133589939493		
YNL246W			-1.012450344196815	
YNL250W			1.0900659195459899	1.03169915638125
YNL251C			1.0081920332477	
YNL254C			1.18432789920417	
YNL259C			-1.6793835259931251	
YNL262W			1.10553341058311	
YNL264C	1.8227545542025803	1.7085628570210503		
YNL274C			-1.7348900880605151	-1.7192573165321898
YNL277W	1.12373378445749		-1.1115039909180502	-1.12837845189903
YNL278W	1.2313576337613101		1.01052069513861	
YNL279W				-1.55568823720411
YNL280C		-1.3667005176134102		
YNL281W	1.6455042330066298	1.27475240756793		
YNL282W		-1.06500389576206		
YNL289W	2.0332878236292			
YNL299W	1.07684603140129			
YNL300W	1.2628579563765199			
YNL302C	1.19110594622068			
YNL314W			-1.01803620540008	
YNL321W		-1.42481788289334		
YNL327W	2.43998098164354	2.05970186610306		
YNL336W			1.3388963807310201	
YNR001C		1.29087452034725	1.1237270013788967	
YNR009W			-1.1416717385173898	-1.16467436458055
YNR012W		1.26237802384614		
YNR016C		-1.10209058234775		
YNR030W			1.07637259016303	
YNR036C			-1.25061109543891	
YNR041C		1.0064635448700001	-1.02372447398315	
YNR043W	1.3880650883789298	1.09798425631478		
YNR044W			1.15110343840265	
YNR047W			1.04015119663537	
YNR050C				-1.3725506791168702
YNR051C				1.06468995739214
YNR053C	1.45533818267593			
YNR056C			-1.36821308600857	-2.53781511019977
YNR057C			-1.5799742413564102	-1.8926780285273799
YNR058W			-1.2911884919525622	-2.06813513800271
YNR065C			1.14404225600731	
YNR067C	3.18802049359524	2.96865643289577		
YNR075W	2.15624268867507	1.22296832206723		
YOL002C		1.0548608188066302		
YOL007C		-1.030884171671	1.5571516595062802	
YOL013C			1.01971367668522	
YOL015W			1.272902921158178	
YOL016C			1.3085707233907824	
YOL028C	1.0663183005989	1.08230774647303		
YOL029C	1.3627256330163702	1.6095223111468797		
YOL031C		1.4019223548980702	1.6775311219432398	
YOL033W	1.0119208159406898			
YOL039W	1.62131455391081			
YOL040C	1.65863006942908			
YOL041C	1.7801598019430602			
YOL045W	1.3032760421564298			
YOL048C	-1.6217990511534097	-1.28804207217112		
YOL065C	-1.02408019361984	-1.3590462869881001		
YOL077C	1.0549415311775698			
YOL077W-A			-1.6556544787559297	
YOL080C	1.6736406494146099	1.8355042725955901		
YOL081W			1.176766809028765	1.2232156595811698
YOL082W	-1.3166244649620702	-1.5972545033219998		
YOL083W	-1.6570357840975498	-1.76575733942429		
YOL086C		-1.88628894707086		-1.5364194143471699
YOL086W-A			-1.4218071765497	
YOL087C		-1.35867082606932		
YOL097C	1.4487344641797701	1.0264226460498		
YOL101C			1.63594527621344	1.4893848107124599
YOL107W		1.23422107562955	1.0451986528349801	
YOL109W	1.6116357362877398			
YOL110W			-1.66383532151077	-1.0309407233994101
YOL119C			-2.7095137993720297	
YOL120C	1.57604701885925			
YOL121C	1.7132516236396298			
YOL124C	1.7070887428208799	2.20731895421381		
YOL125W	1.4196944568414398	1.80618753380256		1.05139964128142
YOL127W	1.85671720689684			
YOL128C		1.5159847922496497		
YOL133W			-1.07314607184671	
YOL136C	3.6467530592759703	3.0096104341231604		
YOL140W	1.1077529937193502	1.21773187996772		
YOL147C		-1.2263705830395801		
YOL151W			-1.08555904327225	-2.64274318602138
YOL154W	1.8199651678000301	2.2359166939229	3.1196920386126172	
YOL155C			-2.8894020316551297	
YOL158C		1.29734371790574	-2.69140930234782	1.8403737555375799
YOL164W		1.86786473566613		
YOR009W			1.1951015503572	
YOR011W	1.42957309885304	1.4327365354441801	1.21620527308561	
YOR018W		-1.0848673432829599		
YOR020W-A			-1.253061919027	
YOR023C		-1.03908611411459		
YOR025W		-1.09335962199699		
YOR027W			1.270894566758275	
YOR028C	-2.02573960851118		1.15001867379684	
YOR035C			1.055049989832375	
YOR036W			1.14383830337324	
YOR040W			-1.04538891237106	
YOR045W			-1.2672885450406675	-1.04939510738837
YOR047C	1.29265557214484			
YOR054C	-1.18076897283469	-1.16609255956899		
YOR058C			1.2197314477722665	
YOR063W	1.1694846918728			
YOR065W			-1.1880835762695026	
YOR074C				-1.1245088226005
YOR079C	1.07182182274583	1.30037626401099		
YOR083W		-1.31478103231217		-1.1497395802738302
YOR084W	1.3047756330859	1.4576690341333798		
YOR086C	-1.09391040181596	-1.69276674405843		
YOR092W	1.12252916331593			
YOR095C		2.05253062425929		
YOR096W	1.4332026617155302			
YOR099W			1.13051071086366	
YOR100C				4.7254937715834
YOR107W			-1.464372476579475	
YOR108W	1.07498011800982			
YOR113W		-1.4489555520741697		
YOR115C	1.2314071511771598	1.5170702811758798		
YOR120W				-1.3544141266691598
YOR125C			-1.13608729983613	-1.19827574215761
YOR126C		-1.0828309652930899		
YOR127W			1.00433476478072	
YOR128C				-1.0451172592420401
YOR130C			-1.9588321765111598	
YOR133W			1.5518357402446	1.3968581652279801
YOR136W	1.88144354189635	2.15242360469934	1.6999471781790347	1.1251348701279298
YOR137C			1.1366306346592203	
YOR143C		1.09611525729515		
YOR152C			1.579970516608765	
YOR153W			1.05054370415872	
YOR161C		-1.6951567540433703	-1.421680731951377	-3.6334743719962503
YOR167C	1.42874010390307		-1.14959864467397	
YOR173W	-1.60250165227503	-1.70507732824179	-1.5916206117865699	-2.08101458621887
YOR176W		-1.18534745492581	2.21460653400757	-1.4341090268810799
YOR179C		1.20037836024606	-1.57259435403478	
YOR180C		-1.5098893411847298		
YOR181W		-1.08472766015296		
YOR185C	-1.0724411842913	-1.14057137280074	-1.287657815047218	
YOR193W			1.1841908679877151	
YOR198C			1.6798322765359899	
YOR201C			-1.7615020041479599	
YOR204W	1.30374956723006	1.0324380639172601		
YOR208W			1.7372827589197675	
YOR215C	-1.18902365173932	-1.33850642337533	-1.15816100451489	
YOR220W			1.09718934797642	
YOR226C	1.4076882293245399	1.14126463475824	-2.65826812570456	
YOR227W		-1.00944698395031		
YOR228C	-1.1309079589643702	-1.1935331067111699		
YOR230W	-1.35866311611646	-1.6736238040989802		
YOR233W	1.12203087504513			
YOR234C	2.1257220765888			
YOR243C	1.35856405104182			
YOR247W	1.51393010543955		1.1038849902694299	
YOR264W			-1.08606487685085	
YOR265W			-1.0026145742436	
YOR267C	1.11798228899029	1.0479269423832098		
YOR269W			-1.1589942537548201	
YOR271C	1.35731407046615			
YOR273C	1.4780422839736798	1.5533824300035		
YOR274W		1.2574993635448601		
YOR281C		1.0324242751491601		
YOR288C	-1.5325749065815202			
YOR289W			-1.184659915253	
YOR293W	1.63093366494656			
YOR302W			-1.9899616093567902	
YOR303W			-1.5983406127330901	
YOR306C	2.6441570541187405	2.26916238380153		
YOR310C	1.79527340291049			
YOR312C	1.33115971184539			
YOR315W	1.44669005662155			
YOR316C			-2.46430747880043	1.0588012733103
YOR328W		-1.75797915531771		1.07898823462503
YOR335C	1.06645411121538			
YOR336W			1.1752536864816299	
YOR337W	1.165567240801	1.0082896793768301	-1.82204918292028	
YOR338W	2.8415297521311498	2.15741404285977	-1.16762989986024	
YOR340C	1.50154081410841			
YOR341W	1.01421116596676			
YOR355W				1.1088638328325802
YOR356W			1.0505559686272	-1.7409297391911998
YOR359W	1.4410301408916202			
YOR360C	2.03677091462378	1.9694842044842198	-1.08064691391436	
YOR369C	1.34186986923638		-1.03576305957305	
YOR372C	-1.13018636045395	-1.33998716051922		
YOR374W		-1.12442810903081	-1.5125890782281122	
YOR375C	1.9554706820853702	1.50716037377805		
YOR377W			1.4772671712515024	
YOR381W			0.559802994102465	
YOR382W	1.94095979021797	1.67819273816405	-1.6493279410991248	
YOR383C	1.73248661111418	1.7135795656026598	-1.369087953575025	
YOR384W		1.4382651545165301	-4.66970177860186	
YOR385W			1.66142157645432	
YOR389W		1.0605814709832901		
YPL001W	1.39990313997099			
YPL004C		-1.26994777351444	-1.06409829104382	-1.56977262218647
YPL009C			1.06513126078269	1.19815325179623
YPL012W	1.1778595691872			
YPL013C			-1.1148503895811799	
YPL016W			1.44958208772704	
YPL018W			1.0766097252591997	
YPL019C			1.8618172320953044	2.12750080610021
YPL026C	2.01361840232469	1.26096197077669	-1.13362731661709	
YPL030W	1.3687571443932598			
YPL036W	-1.63776152331756	-4.19950472751584		
YPL056C				1.0818060015396
YPL058C	3.6475607783939	2.1726557640825	1.1388441769000601	
YPL075W			1.0324005296765202	
YPL079W	1.51617145454168			
YPL081W	2.43441347459425			
YPL085W			1.16449867792717	
YPL088W			1.3981105093089468	
YPL090C	1.0675304052227699			
YPL093W	1.97274844825114			
YPL097W		1.4126659196710603		
YPL106C	1.9498237255122501	1.45999160821618		
YPL111W	1.23073299013416			
YPL112C		1.00569264135033		
YPL126W	1.23704866543703	1.0158904520637901		
YPL127C			-1.21401755088499	
YPL131W	1.2001105782288			
YPL135W			-2.27717840150839	
YPL137C			1.02650451638339	
YPL143W	1.4805135307369899			
YPL147W		-1.42196080269898		
YPL153C	-1.3704762432978002	-1.9554016035444999		
YPL156C			1.5833611608397424	2.09778133350336
YPL162C	-1.01707799969469			
YPL163C			2.1394583783352603	
YPL169C	1.4620529043879198	1.32108083299922		
YPL175W		1.48349891152899		
YPL183C	1.49956519266319			
YPL188W			-1.9335652920064	
YPL189C-A			-1.2905723237728002	-1.25340385888018
YPL189W			1.5131777258713826	1.24334382400727
YPL198W	1.21475640804496			
YPL199C		1.31969139572023		
YPL202C	1.18485059015122	1.5855952397855702		
YPL203W	-1.26394309717381	-1.30911032821931		
YPL208W		1.06097916964167		
YPL211W	1.32324444021617			
YPL212C	2.00036038696857			
YPL219W		-1.01570544661093		
