	Tneg1	T45	T60	T90	T180	T300
YPL026C						1.189868322592355
YPL057C		1.317116946708305	1.38055103910153	1.3263010088298899		1.391937395428405
YPL113C						1.664065575930915
YPL134C		1.2967386620602	1.2014240282945	1.295469502226155	1.181007307048245	1.5234876369367498
YPL142C					1.0639649651135499	
YPL189C-A	-1.137880999457765					
YPL205C		-1.2894955589794148	-1.17905642819398			
YPL222W						-1.5726708867194503
YPL234C		-1.245192373456245	-1.2954361288085452		-1.196560038203245	-1.0997220084311
YPL240C				1.34904125498009		
YPL248C		1.0805914352466002				
YPL272C				1.0982236466704651	1.3956305668309752	
YPR001W						1.43992863654849
YPR002W		1.4779348682558502	1.39212483100028	1.518677240280785	1.181664562537825	
YPR005C						1.30883987860411
YPR006C						1.18726777587284
YPR010C-A						1.17517838732171
YPR027C					1.16428133905992	1.34901539162448
YPR030W		2.92118868732599	3.3855507208729954	3.9683247255359104	3.047095079074925	3.8099243563393204
YPR065W						-1.3154487377243549
YPR146C					-1.1775106377242	
YPR149W		-1.32156446992312				
YPR160W				1.66017337311479	1.9225732731932001	
