	Tneg1	T45	T60	T90	T180	T300	Galactose.minusLys	Galactose.plusLys
YOL118C						-1.7401766773619998		
YOL119C						-1.3332859087335651		
YOL120C							1.49367421589833	
YOL121C					-1.314762094743395		1.1758643395483501	
YOL125W								1.4294939390472399
YOL126C					-1.41346391165587		-1.76653771356926	
YOL127W							1.6937690908957053	
YOL136C					1.023318057319805		1.85543748736151	2.97810302263934
YOL143C					-1.442974461006815			
YOL154W		2.3374948360798498	3.3350253232624647			-1.29116323266482		
YOL155C								-1.291259012900135
YOL158C						-1.57675823525881		1.767608827476905
YOR032C								-1.58160424443986
YOR044W						-1.281680934048305		
YOR045W	-1.17335207465273		-1.15379310479311		-1.383730179834215			
YOR047C	1.822282795859155						3.9515801665181547	4.1758245183389295
YOR062C							2.56418533318597	2.492739302933595
YOR063W							1.0535069860385549	
YOR079C								1.22163866585944
YOR086C								-1.102558655029275
YOR095C								2.2668197459690598
YOR096W							1.4478940110952	
YOR125C					-1.057303474756145			
YOR130C						-1.442920075792645		
YOR133W	1.27382625183755	1.24466014017206	1.2649388346530848	1.1616019880236053	1.2046073771762802	1.4458566245852		
YOR136W								1.390003922991135
YOR137C			1.132301026911695					
YOR143C								1.30048830988744
YOR167C					-1.5604042266998		1.23922755831143	
YOR173W								-1.102264936583155
YOR176W								-1.1339806811489699
YOR178C								-1.0797325926664652
YOR180C							1.82067070232348	
YOR185C								-1.09411486024484
YOR201C						-1.065294753790075		
YOR202W						-1.643112647635065		
YOR208W		1.32294359017938	1.35777124389328	1.10130806863337	1.575959011641995			
YOR210W	-1.0773481919296701				-1.0675263046676151			
YOR226C						-2.274014345353395		
YOR227W					1.1449537562956298			
YOR230W								-1.5871085363456952
YOR233W								1.20089429586477
YOR234C					-1.20539477655413		1.4597948149803202	
YOR247W					1.4281601074309849	1.187470260692935		
YOR273C						-1.096899420402325		
YOR276W	-1.13429780069034		-1.270570289801085		-1.14815131698029			
YOR288C							-1.58714911412125	
YOR293W					-1.2278456072229451		1.380705847369025	
YOR302W						-1.415317646334315		
YOR304C-A	-1.20386422500889							
YOR312C							1.1702957889637502	
YOR316C						-1.1415089376773		
YOR339C						-1.1045577045698347		
YOR355W							1.155012265856755	
YOR369C					-1.4204153994609698		1.3052694875693351	
YOR374W					1.48407747887429		1.16639962904746	-1.600328351107545
YOR375C								1.40069189117272
YOR382W								1.15431534927808
YOR383C								1.5639271539289898
YOR389W					1.31835554359067			
YPL006W					1.068989310827435			
YPL012W							1.1662376000051549	
YPL013C					-1.104687004746185			
YPL016W					1.250950433920035		1.11827676152596	
YPL019C		1.6834430646107101	1.45971734588087	1.37273176554509				
YPL024W							1.282302956623035	
YPL026C	1.1214291831362901						1.9947386827512652	1.4554960901516951
YPL036W								-1.905406084519135
YPL037C					-1.10140249250576			
YPL047W						-1.24668111458353		
YPL057C					1.3302104559015149			
YPL058C		1.638062483910855	1.6187242998145601	1.24910965917676	1.485751967470255		2.2367790103354794	1.34982123486001
YPL088W			1.1241723721731098		1.109131074532725			
YPL090C							1.068003115977775	
YPL092W							1.1549739594850998	-1.165856124917175
YPL095C						-2.18672520282802		
YPL108W					-1.0945094535468298			
YPL135W						-1.3816737934071353		
YPL137C					1.11570395707431			
YPL154C			1.1800495654099499					
YPL156C							-1.14408799222399	
YPL170W								-1.028311225091225
YPL188W						-1.1939465032836751		
YPL189C-A	-1.2542348882962249							
YPL196W								-1.2948356540095398
YPL211W					-1.135280061380195			
YPL222W								-1.00409740716408
YPL240C					1.112322923279425			
YPL250C	1.84354282403207					-1.74546753419399		
YPL256C						1.4074075495661402		
YPL263C								1.74323964354939
YPL264C						-1.6597541005673548		
YPL265W		1.297028568840525	1.18714827019543					
YPL271W	-1.309168798724845							
YPL274W					1.080927567223565			
YPR001W							1.34360556335657	
YPR002W							1.193589128460705	
YPR006C							1.226594752581935	1.4444871940106752
YPR010C							1.4462788750637752	
YPR015C	-1.068166625260695							
YPR017C					-1.0685713392058052			
YPR018W	1.09521216936162							
YPR030W					1.7491955496295453			
YPR033C								1.112198643480685
YPR035W							1.499662264734115	1.087122431202285
YPR047W							-1.6054688890344	
YPR058W						-1.526265040549295		
YPR061C						-1.3858591731833951		
YPR062W					-1.320408261804445			
YPR074C								1.2808975484513598
YPR094W					-1.06898761077472			
YPR133W-A	-1.08252888424913							
YPR141C								1.10630067317349
YPR145W								1.179979516068435
YPR157W						-1.29983691778109		
YPR160W					2.413798645435275			-1.19445959240868
YPR175W								1.3589274017139648
YPR184W			1.259467099820535		1.62361667873812			
YPR192W								-1.8311666302515401
YPR194C						1.084549592350545		
