	Tneg1	T45	T60	T90	T180	T300	Galactose.minusLys	Galactose.plusLys
YBR055C			0.2856243796125505		0.40814667860498255			
YBR056W			-0.4057934454831891				-1.36221381696619	-1.041413085722755
YBR057C	-0.42112060971013	-0.46128211076815595	-0.46764569353117	-0.4399160500968805	-0.549026218911661		-0.5514809093390995	-0.903898441945126
YBR058C		0.35563791021542657	0.27907603753623045		0.303599227392354		-0.683983650278023	-0.729039365523297
YBR058C-A		-0.74445133318699	-0.6917360612754351		-0.9843427844073446			
YBR059C		0.49206348031926694	0.4334635007214595	0.35289316496246653	0.7332485474488755		-0.42010247242161747	-0.7568165922430825
YBR060C			0.2478475072701275		0.317780662153475			
YBR061C					-0.42113610737042595			
YBR062C					-0.5138744144813114		-0.340043182390669	
YBR063C	0.7648479610290861	0.6663898038782474	0.694483810365176	0.59478810819267	0.631605304082147			
YBR065C							0.347039968497433	
YBR066C		0.4792902902877625	0.4356546755645305	0.4823569137544779				1.096821116030585
YBR067C					-0.7552015606110699	-1.5770836738962	1.255605265314715	
YBR068C		0.503315435688563		-0.3691904602237105		-1.101171776787375		-0.7227784694443865
YBR069C			-0.3074139099442055	-0.5065898791098845	-0.5481892853176991		0.795024516953334	1.0580225838002901
YBR070C			-0.3632577904511535				-0.8150330619288342	
YBR071W					0.5994831627239909		-0.7064866945769485	-1.15387133823577
YBR073W			0.36164481376791247		0.39211259375213847		-0.44792160694356903	
YBR077C							-0.4010353837187445	
YBR078W							0.5643707738221346	
YBR079C							0.8036894245172655	0.49104221254806396
YBR080C		0.3583253617580665	0.3169619289348995					
YBR081C	0.6936011178760526	0.5242761590478651	0.772188197112436	0.571734681851735	0.9290080963675384			
YBR082C	0.5566983103589096	0.7344814189448745	0.733765961153806	0.652292564531409	0.38505366438393446	1.1483967581446701	1.7995393538814701	1.7036524152771202
YBR083W		0.490945928862374	0.4264057403599629					
YBR084C-A							1.1290370644400298	
YBR084W							1.4545501205434	1.608894528504655
YBR085C-A								0.46931798235237604
YBR086C							-1.153534437742875	-1.3794370502915148
YBR087W		-0.362947042574833	-0.35149558328672903		-0.4309103660760025		-0.538528423132266	
YBR089C-A		-0.364274349380218	-0.36803464860275154		-0.6364466551270845		-0.5978884298385785	-0.7128084127461565
YBR091C			-0.5159430922843505		-0.913771926151061			
YBR092C			-0.4709619470229145	-0.585541571511915				
YBR093C	1.719565227321415	1.224592403179475	1.2370103108317552	1.78220545988502	2.119741534543435	1.3908342129574052		
YBR094W					0.260387206113907		-0.7212815286140211	-1.048114399145915
YBR095C							-0.3511235967495195	
YBR096W		-0.39378794781602694					1.191608766604515	0.9499655267282201
YBR097W	0.5497274145668221			0.37853049854534	0.718927088332892		-0.429373581919407	-0.637331144006906
YBR098W		0.40544493512879304	0.5288196642536425		0.8576275224101655	0.6213108152212374	-0.4870918937936465	
YBR101C		0.47291106857711096	0.45827603575804954	0.32471646908016			1.305509693222245	1.496017570223415
YBR102C					0.438111113299255			
YBR103W		-0.502580541471779	-0.6600763256638451	-0.49062409660074197	-0.494559792573107	-0.9302696324550781	-0.6863875953501104	-0.566867766618188
YBR104W							1.307846546813105	1.543584065616645
YBR105C				-0.480585049802751		-1.890957521604185	1.6124851908634001	1.678737176184385
YBR106W		-0.6016105704066501	-0.634494070919228	-0.38697699260311846	-0.8077473626575841		1.04255929474587	0.6394897702040501
YBR107C		-0.3149225413249585						
YBR108W		0.778724749489549	0.6503517160567935		0.714084404560144			
YBR109C				-0.36349545083058343			-0.4678440599029375	-0.8348932524118879
YBR110W						-0.9746337412036066		
YBR111C	-0.588923273220131	-0.7371677545208639	-0.8762432564183226	-0.7156839867802625	-0.8463153396988481	-1.18364330210992		
YBR112C							0.36035674720844446	
YBR114W		0.5845547095638565			0.43316107572274903		1.06712371403762	0.7539414100208466
YBR115C		0.61320334021798			0.583789294740801		-0.35500432325994596	-0.7471069686498943
YBR117C	-1.24430773705497		0.5091184807759681		0.8569887114674255		-1.8856787139209352	-2.746324721697805
YBR118W			0.32387653980514697			0.7073333154927961	0.4555548060824125	
YBR119W							-0.3136361958465981	
YBR120C						0.6839642551341505		
YBR122C		-0.445731574175555	-0.4389036210109275		-0.7301996073439756		-0.4154672803848745	
YBR123C		-0.350546626394057					-0.46923018311296805	
YBR125C							-0.49881725623052897	-0.709583024469058
YBR126C			-0.340755657471734	-0.4056591590092805			-1.157905410027	-1.178650577185035
YBR127C								-1.09400358151862
YBR129C			-0.4965450942641325				-0.689447289627706	-0.6943851150648104
YBR130C							0.753247050304108	1.0055643193782544
YBR131W		0.42024418286471504	0.41686524871853653	0.3351974417080345	0.490276065170092			
YBR133C					0.526052700796291			0.5383605414986575
YBR135W		-0.566700897115854	-0.476932846713115	-0.430403231229014	-0.629863627538751			
YBR136W	0.998439627813049	0.6632105620890895	0.690552025706047	0.675743731702755	1.173564449137325			
YBR137W		-0.5303192181681304	-0.6225598509671706	-0.4855717409514976	-0.7135500264001595			
YBR138C							-0.5929735943984951	-0.7165284100437059
YBR139W		-0.8942273145268216	-1.0281217711611026	-1.10835545868396			-1.0631106523649199	-1.2313792948295599
YBR140C			0.51358755858575	0.46044234541877604	0.7499367220508936		-1.112323315670745	-1.687318085204375
YBR141C		-0.39525641051579746	-0.332147695654203	-0.3514043840507495	-0.5484223696157126	-0.7566945199054356		
YBR142W		0.370451121155646	0.36415135191901454				0.7028897526890561	0.798880065010352
YBR143C			-0.408676102273449	-0.37155669416766657	-0.4854330745879125		0.5216659734670406	
YBR145W				-0.6837656437805459		-2.10603450928887		
YBR147W			-0.556955487550004	-0.7523642882422096		-2.6416259777830104	-1.207942176322935	-1.17366734584245
YBR149W			-0.33534093735850545				-1.10484139763921	-0.954150167037718
YBR150C	0.4254692449113535	0.8002559250783006	0.810547767201568	0.6246064814235405	0.8073913877596375		-1.217560579634395	-1.204712480114595
YBR151W					-0.4973845834091625			
YBR153W						-1.0169846591571874		
YBR154C		-0.41315873158413097	-0.46712059057838606	-0.3380389561847455	-0.7579660874081839		0.7313179690686975	0.9980751982425724
YBR155W							1.2897071785579999	0.8413801897747
YBR156C		0.4730499757176164	0.576746933264647	0.640651450030771	0.86639270323068	0.751580914664392		0.711249094038673
YBR158W							1.368990718840025	1.474456855982575
YBR159W	-0.480998194770574	-0.6689255119727109	-0.652137273094574	-0.533988693086347	-0.5708064781772425			
YBR160W							0.5198285335896535	
YBR161W	-0.8298849275680735	-0.5779101838791925	-0.5479400900154515					
YBR162C					0.6089911042832616		1.268179714494545	
YBR162W-A			-0.438745834654651		-0.8175370167887694			
YBR163W		0.3206936355180835	0.35122825132907454	0.3675359153216554	0.5255648974434475			
YBR164C								0.6645698253204804
YBR165W							-0.6428395060868235	-0.4385844949611775
YBR166C			-0.32278084458969747	-0.31188008402920053	-0.421899700847439		0.6877150882326366	
YBR167C							-0.5019711931355635	-0.76130840809985
YBR168W							-0.8250722048595915	-0.4875929267600095
YBR169C		0.6020123337478409	0.5259382112841535				-0.44370208331063005	
YBR170C		0.424722203258453	0.36602033238776543	0.29997363338321503	0.318178922371531			
YBR171W			-0.3076326943223895			0.8486674333646724		
YBR172C		0.3940403348533775	0.510038909092636	0.43429508740864897	0.3904192226614265			
YBR173C							-0.343345985575911	
YBR176W		-0.40185911386193995	-0.44409167037322506	-0.36919263350937204	-0.38236970528943554			
YBR177C	-0.8248557594891099	-0.7124985855920012	-0.9170660686212925	-0.8002326594074356				0.6531084278221579
YBR180W	0.6765369999840964	0.7513747246951539	0.5561874942030955	0.5047205737419009	0.854720095357617		0.7000183820132786	0.8570510396452535
YBR181C							1.933139572447785	
YBR182C		0.9454001346741041	0.729952037821257	0.5701819665730496	0.7980351209919125		1.38129829088065	1.64032254498155
YBR185C							0.6532869886555606	1.069622037955365
YBR186W	0.5022415469977835							0.7868934615757666
YBR187W	-0.9232224947990345	-0.742238086779678	-0.7429494424172365	-0.49178284489954394	-0.7793988508997325		0.4433316438227305	
YBR188C		-0.5684968350498175	-0.510416246687232	-0.5311891925859555	-0.689764771021677			
YBR189W							1.364952872159285	
YBR191W							1.9833272209605948	
YBR192W	-0.5584887583838589	-0.32000712630931405		-0.36324769918513955	-0.526958705124051		0.6146976919612105	
YBR193C			-0.32796645069163555					
YBR194W	0.5819569456166974							
YBR195C			-0.31801239962752353	-0.33188115827455356		-0.600733804550316	1.0944114513769052	0.650767255214874
YBR196C							-0.4174167272355971	-1.96329831498553
YBR197C							-0.506468274362039	-0.602559058343765
YBR198C							-0.624510930574613	-0.6549658757648664
YBR199W			-0.27057146031727	-0.3048516293189105	-0.33954661166083		-0.45038851234396643	-0.475928831196346
YBR200W		0.27991720741751						
YBR202W		0.3597874343168665	0.388366089340766		0.5241290776971985			
YBR203W		1.199906487851925	1.009774139246024	0.9665564756683891	0.959786071458891	1.2716593715089801		
YBR204C		-0.6298850213102949	-0.606141103109797	-0.672959281180991			-0.46985623427998197	
YBR205W		-0.534003772278436	-0.409486396834921	-0.420177385368665				
YBR207W			0.44750264207594			-2.237759283774215		
YBR208C		1.63340099706766	1.32896613378768	1.335301661912725	1.2707694621616699		-0.46289277257919653	-0.7955729499421009
YBR210W		-0.5626659962403825	-0.45604726349333996	-0.48279993630993545	-0.4538559776322729			
YBR211C		-0.40811575805144307	-0.3399792006747805					
YBR212W							-0.579947504314379	-1.4111348045233398
YBR214W					0.7390262577139666	1.0358977669155975	-1.3144049487412202	-1.55791098750062
YBR215W			0.26291523501880854	0.2275899454372885	0.3416894353805285		-0.5851618436935275	-0.5367266955756634
YBR216C					0.3421000111044985			
YBR217W							-0.4637167508535355	
YBR218C							-0.3196803117951265	
YBR220C	-0.60782422307025	-0.6381618869517975	-0.7284617071783941	-0.7185266866543476	-0.657776476227839		-0.37699294292787144	
YBR221C		-0.339168073790692	-0.38055881028031796	-0.43865007305842646				
YBR222C					0.498745653444277		-0.34517962761842796	
YBR223C		0.44412584485551354			0.6912357487092291		-0.4475059626708005	
YBR225W		0.6014476847529595	0.680405604094659	0.569668525560858	0.884783275487262		-0.9600130739110099	-1.509041703911115
YBR229C		-0.662684126416542	-0.520769692877173	-0.4947312698971575			-0.724734950270242	-1.204340384980045
YBR230C		-0.6997087648211004	-0.7979727477040954	-0.7743070623457524	-0.9683576853920945	-0.808322230041835	-0.8353657280912381	-0.6617385311098816
YBR230W-A	-1.0586594217083851	-1.759486260192415	-1.7105706956382951	-1.787594773016735	-1.602237004016295	-1.5841384858822347	-0.5592256515389256	-0.7490547343964835
YBR231C					-0.5016855507568055			
YBR233W						1.239561226364275		
YBR233W-A	-0.8103437099748305	-0.9096056866445009	-0.8713762713915425	-0.6979984645118229	-1.178056108268375		-0.7079659391486499	
YBR234C		-0.400278619211441	-0.3429907789264095	-0.38495511768087104			-0.36457601844145754	
YBR235W			0.38338599543611607		0.6950823695601445			-0.410652574679066
YBR236C							-0.33116129024451946	
YBR237W		0.286207507042899	0.3435872189000415	0.2874456826938505	0.5154257681350989			
YBR238C					0.9806983540672314		2.24030584181944	2.1288784346805603
YBR240C	-0.9245509645508175	-0.9312030422310014	-0.7570511360707706	-0.853297691686853		-1.314693382536805	0.5317769710588015	0.6299230061135701
YBR241C							-1.6792634618340199	-1.7500796492644848
YBR242W							-0.5288114286448036	-1.039528105584775
YBR243C	-0.7335610764643135	-0.543612775180792	-0.36309407154982654	-0.4667950952124895		0.806148501058852		
YBR245C			0.427895438771533	0.365879898579866	0.514433417455924			
YBR246W			-0.30748606951417945		-0.3375468857676045			
YBR247C							1.190553645627005	0.6656368214845609
YBR248C				-0.35909991209858155		-1.43964639540458	0.77172012635505	
YBR249C				-0.3286527922416045			1.4413807926066098	
YBR251W	-0.686184211255866	-0.5913949463067605	-0.584784978955575	-0.6796991953404791	-0.9185149854916985			
YBR252W		-0.592552788369589	-0.685477495992639	-0.4435772870545135	-0.745210689015821			
YBR253W		-0.464546556252778			-0.5638730891946331		-0.3828337676711565	-0.4994620362067175
YBR254C		-0.46198201332499256	-0.651332836053494	-0.41071958895786603	-0.753498183677533			0.9049779667941309
YBR255C-A								-0.8000280264468155
YBR255W							-0.36182314526506554	-0.5118040144943685
YBR256C			-0.539322695738476	-0.611890577770374		-2.0085215089654347	-0.29642139189641953	
YBR258C			-0.47793700660302796		-0.6378083388938219			0.6549824734599765
YBR259W	0.473561754241917	0.590002176002179	0.464690243637792	0.4019493971267455	0.44809575590592343			
YBR260C					0.4055273024999445			
YBR261C							1.18843062487135	0.860244301682249
YBR262C		-0.6840795640150384	-0.7311550804176735	-0.83085741301228	-1.236822473896205	-1.64378037598909		
YBR263W			0.36469197591515945	0.277021985079773	0.44593601767292346			
