	Tneg1	T45	T60	T90	T180	T300
YBR170C		1.1501316013747251		1.1144800151574699		
YBR177C	-1.251566852503665			-1.2321160178772		
YBR180W	1.65372437304237					
YBR182C				1.1415775249575901	1.8619565898725898	1.2761826316459053
YBR187W		-1.029791658084015	-1.045581393149535	-1.180583804925935	-1.3415786851389653	
YBR189W					-1.202876406034905	
YBR191W-A	1.5260083058167		1.102896549869015			
YBR203W		2.813478090629095	2.76454413035757	2.63633359341756	2.592020373422855	2.11588874497277
YBR208C			1.225023064050965		1.230726525011265	
YBR214W		1.59626222316906	1.78055256054091	1.69687682966853	2.3498929685174703	1.84423819284617
YBR219C		-1.0364588882344998			-1.09330957953821	
YBR223C		1.0854761520084049			1.284643897643205	1.07647133838716
YBR225W			1.1259277160991652		1.412783941477165	
YBR230C	-1.97001288540989					
YBR230W-A	-2.466439129379035	-1.093539153203825			-1.8633160844735848	-1.541385912179465
YBR233W-A					-2.227444259446655	
YBR238C	1.7194016986200151				1.272907681392545	
YBR241C					1.452205719352985	
YBR247C			-1.1096512657292			
YBR248C		-1.06906201975188		-1.27990435896146	-1.15577502091767	
YBR249C			-1.22694689787506	-1.550113112027345	-1.4537452893475549	
YBR252W			-1.259195918212395	-1.13879642256023	-1.4180712063555152	-1.0978070228229448
YBR254C					-1.307992162149325	
YBR262C	-1.3305077083570098	-1.3433298335175	-1.42562489532899		-1.6999706647144297	-2.177669065587035
YBR265W	-1.0706606716261002			-1.03733355003527	-1.21679727627106	
YBR267W			-1.033386744262175			
YBR268W		-1.07625040712727			-1.6429089933537848	-1.2987738444847499
YBR269C	-1.284441190349015					
YBR280C		1.193544348914855	1.346324216487275	1.2678227957262749	1.125253740079885	
YBR291C		-1.54069285894281	-1.751629287109365	-1.63972062258047	-1.9218662666168802	
YBR294W		1.0384124025602701	1.1716539781428899	1.1801644710963801	1.9614281637044249	
YBR297W		2.500249839327775	2.28012781367513	2.38802221690617	1.90201034735448	1.9353383763378953
YBR298C		2.3021128770126253	1.9841960504772551	1.9690445774653902	1.92415356781066	2.5543598505192753
YCL001W					-1.1064789293527	
YCL005W-A	-1.060680521144685	-1.34712416727511		-1.5640407200346098	-1.6015246530068699	-2.057136388409695
YCL009C				-1.1919207226968052		
YCL011C					-1.024964469774625	
YCL014W			1.11916150407986		1.1897842037190998	
YCL021W-A	1.06998355548984		1.189665541561665			
YCL025C	-2.178964291412645	-1.585615295072245	-1.31801920769653	-1.9508156244683899	-1.17691469870376	
YCL026C-B		3.24163925891132	2.575551579340745	3.034786786097515	1.8849348767732852	
YCL030C		-1.2254429558516051		-1.8268278949492651		
YCL031C			-1.165351841373055			
YCL036W		-1.0934163072584349			-1.2015881943594149	
YCL039W		1.0992379392309701	1.65719608245893	1.0823973475820199	1.20153852538825	
YCL040W		1.51696464510072	1.84027244664999	1.883863289671285	1.7707540879694499	
YCL043C		1.61098657708774	1.08222729326485	1.5336985688484952	1.1189118971611751	
YCL044C		1.2187294643988449	1.0815377883249102	1.46228061929225		1.445323653128305
YCL050C		1.37415176065194		1.312373754121725		
YCL054W-A			-1.429127287247525			
YCL057C-A	-1.1119883878505048					
YCL057W		1.5236475281301898	1.23621994817394	1.2429764286001102		
YCL064C		1.9688585781371049	1.963131512638145	1.405248577375435	1.61476316550671	
YCR007C		1.364926894907735		1.7708165479951	2.028613935632195	
YCR011C			1.27425339022937			
YCR013C	-2.86659588265291	-2.82986324259081	-2.381799395672145	-2.36668364998103	-3.300952912457805	-3.7656579705183706
YCR020C-A					-1.4121411309722451	
YCR020W-B		-1.30014212637836	-1.51802269973932			-1.5882561014437249
YCR021C	1.4734044615014499				1.68597358594901	
YCR031C					-1.301237618624055	
YCR047C		-1.2312346034526152	-1.49508625308909	-1.2131416285885002	-1.63356620466959	-1.354463554962115
YCR060W			-1.0527536352647449		-1.4771533826152101	-1.49491164445371
YCR061W		1.315766026886515	1.489898580229875	1.3980452918228599		
YCR068W		1.099157849169055			1.5603311936963848	
YCR073C			1.0954918228577597		1.3090896017453502	
YCR075C	-1.1321908454569949				-1.2401234640697703	
YCR081W	1.09108781749523				1.4800294430446599	
YCR089W					1.28345562056167	
YCR091W		1.1250953729851898	1.3106297354956449	1.390050678448895	1.706252050122665	1.6313196406097599
YCR106W					1.26593218846731	
YCR107W			1.093373271214965			
YDL004W	-1.3218633297999052					
YDL009C			1.228215721569955		1.14969998299048	
YDL010W	-1.2962564506532201			1.17248682064234		
YDL019C			1.11547043720295			
YDL020C		1.76915621749907	1.66610075889729	2.060633876072055	1.457500181207735	
YDL021W		1.2248965728560302	1.338859121464195			
YDL027C			1.17189704606658	1.23583619924378	1.269134465799795	
YDL037C	3.14296375340406				2.080064510093045	
YDL039C	3.0979175709841704				1.9795200100067352	
YDL043C			-1.128552870146925			
YDL049C	-2.5331148272144146		-1.159175250350755	-1.1747563727931398	-1.409173716786505	
YDL050C					-1.6000765972183801	
YDL051W			-1.45639312423418			
YDL059C				1.1191350107792348		
YDL061C					-1.157214457351185	
YDL067C	-1.610067557663955	-1.2715519328533649	-1.234682304266215	-1.275631415552465	-1.754038456939315	
YDL075W				-1.2110955281685802	-1.51715476496108	
YDL077C					1.0662430059446701	
YDL078C	-1.163685913721					
YDL082W			-1.04906925135407		-1.138593693939065	
YDL083C					-1.302978638056275	
YDL089W						1.1688367221024851
YDL094C		-1.0847742247815502			-1.6364452711239301	
YDL101C						1.633422079400835
YDL109C					1.2747435084844652	
YDL111C			-1.0392364077007201			
YDL113C		1.346990486715315	1.36333860652252	1.2918843554375399	1.144222318124395	
YDL121C					-1.23042396268243	
YDL124W		2.06075304465249	1.9268831551077001	1.9762149809413398		
YDL126C		1.416858891858825		1.0614526443269852		
YDL130W		-1.2325402993574501	-1.211065039172075	-1.5006636941173002	-1.7578256436890949	
YDL130W-A			1.09259087532476	1.59576906410163	1.1482355211582949	
YDL132W			1.120120297249895			
YDL133C-A		-1.850377833523115	-1.50235317483396		-2.301991383857385	
YDL136W					-1.440088095589735	
YDL149W			1.5239299879673602	1.2592124285615602	1.235907638489995	
YDL154W			1.084309758908775			
YDL160C-A					-1.406437103710335	
YDL166C					-1.0775854692226798	
YDL170W	1.0655134429445499					
YDL181W	-1.6227019759580599					
YDL184C		-1.0604001222130899				
YDL186W	1.649117262699375					
YDL194W		1.39025907023617	1.28460873919685	1.125648616773135		1.2016231861952402
YDL198C		-1.48650458933396	-1.0619605189510501	-2.1547798399452	-2.222896387971475	
YDL200C					-1.311169052102255	
YDL204W					1.67665204926782	1.588598585776745
YDL205C			-1.07220872080135			
YDL206W		1.296450223848185	1.11523504252444	1.2658896837026248	1.13310242152939	
YDL208W			-1.1708576366778098		-1.5307816130367597	
YDL210W					1.165383167093455	
YDL213C		-1.024123810346175	-1.1256717747077252		-1.327437524527145	
YDL214C		2.24494280660906	2.45973969447176	2.2650452409217454	2.00004882530101	
YDL219W			-1.0088998216988752		-1.272187531740995	
YDL222C					1.561731248958575	
YDL223C		1.501940022933535	1.9751060680408652	1.874677143461345	1.63070997919397	
YDL227C	-1.84442238154822	-1.56898515165884	-1.3568775082748399	-2.24475823126256	-2.18921002540959	
YDL233W					1.12228899853813	
YDL234C		2.5844527194885547	1.7639654269870952	2.22849717348051	2.4730742978107703	1.554292883237765
YDL236W			-1.04477931511638			
YDL238C					1.086232354025645	
YDL239C		1.3094326548411148	1.733266797554275	1.09790011153613	1.5044418110110849	
YDL241W	1.534619305776525					
YDL243C			1.39368451652489	1.3068634409616902	1.18164507007931	
YDR001C				1.109292721826385	1.415511446470765	
YDR002W			-1.0680865266844701			
YDR009W		1.3579836195639499	1.18039820367045		1.1727758860123703	1.21107988206787
YDR011W		1.212651285684705	1.7050753863767598	1.2214335741827251	1.495283212570215	
YDR016C					-2.06141216518008	-1.9204940146020348
YDR019C		-1.116033473727505		-1.69206683203182		
YDR021W			-1.1338529243373499			
YDR024W					-1.7268940546093399	
YDR025W			-1.08600492572781	-1.0797696402934949	-1.23978236519592	
YDR030C		-1.1285374484128852				
YDR031W	-1.6588828741011898					
YDR033W			-1.3441333900631751			
YDR035W		-1.301183239605805		-1.866600688767035	-1.43414157723252	
YDR040C			1.173799729135295	1.158786743471015	1.6411334323955402	
YDR045C			-1.2359906742301652			
YDR050C		-1.04410614255871	-1.44868808045802	-1.397089063992285	-1.718411217707875	
YDR055W					1.37886762775234	
YDR059C				1.4057763269480548		
YDR064W			-1.090949066535045	-1.09862416770069	-1.424749642271585	
YDR068W					-1.056443041539815	
YDR069C			1.28473472816942		1.242328794330435	1.0983412816456801
YDR074W			1.128838929081025		1.198529799114405	
YDR075W		-1.349457037426125	-1.284927303926425	-1.007091909929325	-1.3808738164686698	-1.1057331152682552
YDR077W		1.43188829853095		1.711060685765795	2.352584492451355	2.24178530038024
YDR085C		2.238753344619505	2.12519508771892	1.75243230071846	2.4551963473819898	2.007450275375025
YDR087C			-1.187608618924735		-1.068155130289175	
YDR096W		1.85959304402646	2.031155443058995	1.65626188155052	1.39266111809366	1.49368685257368
YDR100W					-1.2958723243667998	-1.139804687961045
YDR115W					-1.346359179123445	
YDR121W					-1.1078994928198598	
YDR122W		1.25365398369612	1.476461448520725	1.11418424201737		
YDR128W			1.17603337995036			
YDR133C		-1.4514689344515501	-1.4084108798247001	-1.641920168728935		
YDR139C					-1.3402734252932	
YDR141C			1.18156546173281			
YDR148C	-1.5476719536482348					
YDR150W			1.35413745375154			
YDR154C		1.9364534435322303	1.874078911225475	1.9922972998401298		
YDR155C		2.13801198902806		1.5687929735054351		
YDR158W		-1.035847001762575	-1.22290908655849	-1.6911252101625749	-1.755184615163655	
YDR167W					-1.3781636388387248	
YDR171W		4.731361573502765	4.388525203583515	4.824298002786771	3.93595694903132	2.513361890827485
YDR178W	-2.23194312982418				1.101444434612475	1.4423926600213148
YDR201W		-1.242201022248765		-1.23099411547954	-2.088571645439265	-1.2366069740788799
YDR213W					1.8177438390408498	
YDR214W		2.6282643926192497	2.414313688660875	2.7660422815482	1.9328961985785602	1.547118283326415
YDR216W		4.00193372994665	4.13393828102796	3.707726655490825	3.97367385338383	3.274016496085965
YDR222W				1.2333038333602	1.4673902614424001	
YDR223W				1.2532731934416952	1.7239367769399951	
YDR224C					-1.076836157743415	
YDR225W	-1.69712119836028		-1.04056629891382	-1.558663437808945	-2.057457712015535	
YDR226W			-1.305597283443485	-1.046470817732195		
YDR231C	-1.627657063579675					
YDR234W			-1.022321442173845			
YDR245W					-1.03062372343192	
YDR251W		1.091716011851865			1.0778634561835498	
YDR254W			1.2508403806093198			
YDR255C		1.11482696818048	1.66445477892983			
YDR258C		4.3877282762127	4.10218988554264	4.03545608298799	2.908161317099985	1.129569945426805
YDR259C	1.5208893480073449	1.420932932034235	1.639346655020585	1.24106445361039	1.3439434795636949	1.4562019821983498
YDR261C	1.09701911812198					
YDR267C					-1.1212421777782953	-1.184417329945755
YDR274C					-1.560137776470715	
YDR275W	-1.26820536310732					
YDR277C		2.879331613870895	2.682588786102745	2.00714085573808	1.7743031472181499	3.26139872813582
YDR280W		-1.067068498334855	-1.2943161955915201		-1.40823702296848	
YDR281C		-1.5480082943678748	-1.1647590635328249	-1.221681372112755		
YDR283C			1.24050537211137			
YDR285W			1.2958155424937	1.3259809922056998	1.146806653214775	
YDR286C	-1.49478148682237					
YDR293C		1.188779570910705	1.148417248415265		1.51147353382109	
YDR297W	1.1334064940655102					
YDR309C					1.097261286775585	
YDR313C	-1.172558295549705					
YDR320C						1.0666922688353702
YDR320C-A	-1.306609586985625	-1.4388522552600849	-1.3385453912607703		-2.03800483528206	-1.8577157329154148
YDR322C-A	-1.7159109246369648	-1.24937898622882	-1.30301017246785	-1.14952489840487	-1.630502034337385	-1.480718777264955
YDR327W					-1.507699035165395	
YDR328C			-1.383688641170905		-1.6182750311573	
YDR330W		1.27492120940057	1.2720629137374302	1.1570616755543401		
YDR334W			1.1150849294255198			
YDR339C			-1.2649155312873899		-1.29070095761332	-1.0779422574921949
YDR341C				-1.0267801135149601		
YDR345C	2.970169808052455	1.423799848505285				
YDR354W	1.07672334909098			-1.26311233191936	-1.43198118706118	
YDR356W			1.2493797235384			
YDR358W		1.527891191331245	1.5095319107557448	1.33084361035686	1.39081031073218	
YDR363W-A					-1.32448459983488	-1.31556073035852
YDR377W	-1.52111687673045				-1.112511561643025	
YDR378C					-1.8271702476685951	
YDR380W		1.074622365264335	1.340120026629935			
YDR384C						-1.331736557981385
YDR385W	1.322690707758875					
YDR387C					1.134143457553355	
YDR391C					1.18750239072868	
YDR396W		-1.65014752060899	-1.125156489797625	-1.707578119862765	-2.14398178362959	-1.47037038423746
YDR399W			-1.32955366416503	-1.0314564013389749	-1.5756079355254	
YDR403W		1.564404849088715	1.13799839090516	1.5364509419290848		
YDR404C					-1.06160136731294	
YDR406W		1.597682820082395	1.87885488235435	1.8071549986669748	1.92065973974312	1.1517764505486352
YDR407C			1.083562746435315			
YDR408C		-1.064410456210085		-1.54658812329507		
YDR424C	-1.0962338470635251	-1.072372480871605	-1.2639889342139101	-1.2321273525909	-1.74956579589526	-1.5600942497935848
YDR429C					-1.32263901614607	
YDR430C			1.07617071960434			
YDR436W		1.1908593698585048		1.1117217310634	1.099990938238185	
YDR443C			1.3647912458939748		1.32281091641534	
YDR447C			-1.0121348038413198	-1.0508511730610048	-1.7803102482691098	
YDR450W			-1.0517417341661899		-1.7752367982627302	
YDR451C	-1.04504506279883					
YDR454C					-1.269112267944235	
YDR457W			1.21678507676869			
YDR461C-A	-1.57762551886135	-1.26569426749068	-1.17682623763845		-1.463108690887585	-1.7533554037142052
YDR461W			-1.151638120431035			-2.191162881963975
YDR462W	-1.12241674116389					
YDR465C					-1.053387369334195	
YDR471W			-1.2813702656045551	-1.153497409761735	-1.799131988851185	-1.35417951000895
YDR479C		1.0504574022096151				
YDR482C					-1.15932702681635	
YDR488C	1.3924797309217698	1.13563387387385	1.26536313885048		1.391619189610475	
YDR490C					1.0596378599742002	
YDR492W						-1.14577385232931
YDR497C	-1.87105634992102				-1.457458339464425	
YDR500C				-1.0441587399433199	-1.5302423753929049	
YDR501W	1.5179184413443099	1.398936651593295	1.3827217342160698	1.20756629993123	1.383508691251655	1.4704125640795
YDR502C	-1.1495589034442202				-1.54729473898467	
YDR510C-A	-1.45565455914035	-1.476746248292295		-1.2574085806713449	-2.14466844727027	
YDR514C			-1.2213942414482202		-1.3238066722362851	
YDR516C		2.6950200686153503	2.42605882336143	2.3736264506687452	1.79136560864666	
YDR518W		1.55498893750291	1.2421468025090951	1.267000241675905	1.1935795460870449	
YDR524C-B			-1.0369399250444649	-1.11220542377626	-1.4218914466809	
YDR524W-C			1.1124068823859			
YDR525W-A	-2.01816329505547					
YDR529C	-1.055437904472835					
YDR536W	-2.6375605878454946				1.18537567351685	1.19675172639083
YDR540C			1.1058151462302201	1.40032484343716		
YDR541C	1.2964454935005199					
YEL003W		-1.0463669722854				
YEL007W						1.2762569903754801
YEL011W		1.3836589348799602	1.96137117577933	1.375017707776125	1.5296589767005448	
YEL012W	-1.82332611049547					
YEL017C-A		-1.4926703205714702	-1.67417382075248		-1.158418082735505	
YEL018W					-1.01009673143389	
YEL019C					1.1963781797633102	
YEL020W-A	-1.400372529098115					
YEL024W	-1.43378371319676					
YEL033W	-1.784127010335065	-1.314284179724365		-1.1307319271646552	-1.6850621590939001	
YEL040W			-1.201156786794715	-1.5474911367088	-1.63469231143742	
YEL041W		1.3052173968536498	1.2232862460786351			
YEL043W					1.1104095674610348	
YEL044W	-1.04543089420729	-1.0753148048566752		-1.071687836185105	-1.368695288893065	
YEL047C	1.453039544148265					
YEL060C		2.0442794996337996	1.709983978190305	2.34433481914045	2.04392784174274	
YEL066W						-1.024712499013785
YEL067C	-1.36839549024514					
YEL071W	2.7102220331259597					
YEL072W				1.18913046525984		
YEL073C					-1.9219137705577851	
YEL077C		1.0916807238025101	1.4789833582118201			1.42117430953172
YER002W			-1.23020926925261		-1.1360468819983849	
YER009W					-1.3838202584236599	
YER015W		1.7070533733472448	1.518645895234755	1.25231072398917	1.274219289840615	
YER016W				-1.047584431801915	-1.15764745257745	
YER019C-A	-1.120238307550335	-1.317208604981535	-1.38378508995814	-1.4260539015224047	-1.8039059580682648	-1.621693544010945
YER020W	-1.189197301851355					
YER026C	-1.77742526833317			-1.31172945063867	-2.1945647572378353	
YER028C				-1.0431077541481		
YER029C					-1.4092593648062803	
YER030W					-1.2293985901853701	
YER033C			1.2970652263781048	1.12016168400176	1.758474328038875	
YER037W					1.27266743002163	
YER041W					1.19033655707702	
YER042W		1.34388056023667				
YER043C			-1.060318628819485			
YER045C	1.1458667011023302	1.2413255080728298		1.1479246324043	1.7220786058159598	
YER049W			-1.04168740311334			
YER055C		-1.1416380274749252	-1.207412597365765	-1.737351662389985	-1.868058760639565	
YER056C		-1.285334041699985	-1.5753954868281599	-1.332903127319645	-1.35315508191255	
YER058W	-1.460139604867555				-1.23808689770742	
YER061C		-1.06311445085574				
YER063W						-1.006739177349985
YER066W		1.2009421833080052	1.0681248699600951	1.19314224059654		
YER069W	1.7025699616755001	-1.24770946612565		-1.79066714940778		
YER073W				-1.42387126721859	-1.12351892537587	
YER074W-A					-1.59243708403192	-1.27425335861785
YER081W		-1.35738979970778	-1.46052122951825	-1.2062177152064448	-1.6137059690196	
YER095W		1.25222308649855				1.56847457432839
YER098W		1.72117566826437	1.783640074611375	1.661860828686375	1.85893588152993	1.662149264243985
YER102W			-1.0356762465250648			
YER103W		5.661191029961566	5.20709583634806	6.046332479774479	4.706130092310765	1.936905220551395
YER117W		-1.085757169519185	-1.5536837453563352	-1.2960409184475998	-2.12794697491774	
YER124C		-1.490611315387635	-1.6415600887270951	-2.060737236148265	-2.110865775409055	-2.4177197464838303
YER126C			-1.257777508255805		-1.0299804755306652	
YER127W			-1.055565924391315			
YER131W				-1.201964480685935	-1.79811670764451	-1.223227161773025
YER132C					1.15859577567497	
YER134C						-1.1370941898490798
YER137C		-1.0924941956555				
YER141W	-1.253012484446145					
YER142C		2.29521616322429	2.296256746833705	2.3417175791181553		
YER143W		1.249017598418845				
YER144C					1.2353622839821201	
YER145C	-1.684418569059075	-1.4297329039974849	-1.691619775507535			
YER146W	-1.2713066624146452	-2.35884115930455	-1.788179946724495	-1.9197699798995151	-2.9549940332424	-2.520228297092185
YER147C-A		-1.087441331045215	-1.713595544666715		-1.884672697955975	-1.63055480263569
YER150W		1.641802245579535	1.343300427308785	1.2569179085982403	1.6940964083254402	
YER158C				1.22520134171282	2.34091091169656	
YER158W-A		-1.27351123970144				
YER169W	1.0899609585513348					
YER170W	-1.419579404045755					
YER175C	1.308526108989445					
YER179W				1.22808270934321		
YER182W	-1.34812082300411					
YER183C					-1.0367335726519702	
YER184C		1.103567644806275	1.215731236755765	1.462943523543995	2.082095636418535	
YER185W		2.2717736106674904	1.6446243381077352	2.603286489689065	3.39667107767714	
YFL003C					1.128592707805565	
YFL007W			1.4833480493670699			
YFL010W-A		-1.193989956489895		-1.157543645762995	-1.5185197080963448	-1.57463112326
YFL016C		2.6316949733363098	2.085566213359885	2.6316066455083904	1.7886959533445799	
YFL017C					-1.407525557979885	
YFL017W-A	-1.060247890854995	-1.2585247065414449	-1.0723204597605949	-1.2210124405290452	-1.79078221610773	-1.7710605577456249
YFL021W	-1.28997285653761					
YFL030W	-2.4488528584745994					
YFL033C		1.1270959910921299	1.6608455427117952	1.497294535218445	1.671680458862615	1.17451710404183
YFL034C-A		-1.007213037659465			-1.277669314803855	
YFL044C				1.084358927717875		
YFL050C					1.24893165737627	
YFL054C		2.48606853351256	2.79264346251981	2.3476898092021496	2.296184151520105	2.219955516431555
YFL055W		1.5405293751156197	1.29517632221303	1.903557957885365	2.322289958873855	1.69498592132515
YFR011C	-1.450103390169055		-1.2605943808019349		-1.115817598287705	
YFR014C	-1.2977476488206499	1.2021109572307251				
YFR015C		2.31349443795629	2.5002459940149597	2.5710943733103653	2.050101327912115	
YFR016C			1.296458543281425			
YFR017C			1.13579486253009		1.6159905086984652	1.88778841194387
YFR019W			1.3765626538615798		1.3766419428463301	
YFR022W	1.09857790358621				2.0251452164026853	
YFR025C				-1.026879984162865	-1.01167185877959	
YFR026C				1.362476174970725	2.743085866323775	3.04529795133642
YFR030W			1.20328146368337			
YFR031C-A				-1.03485019901863	-1.207267667561265	
YFR032C-A		-1.277336052857785	-1.2986957238741699	-1.21610950158886	-2.137973922182865	-1.3127794898919252
YFR033C	-1.40358225188568					
YFR036W			-1.139274442337195			
YFR036W-A					-1.22943623376302	
YFR049W	-1.10823467797039					
YFR053C		2.81327462731152	3.26078861196524	3.6270009081626853	4.509371947187885	2.858268587439455
YFR055W	2.3343076720704152					
YGL006W		2.6382690686677	2.1544864109298203	2.4471897494722397	2.48684083256907	1.16352382655323
YGL009C	-1.15028702883273			-1.154152639540035		
YGL010W		1.851864182938665	1.6129522487127752	1.549094868444595	1.2062498154249899	1.14131284716605
YGL013C				1.15015947560574	1.206898000509615	
YGL020C					-1.01823843490047	
YGL028C		-1.083852271607795	-1.1698525314962351	-1.145601361998585	-1.23781747844189	
YGL029W					-1.444806405763835	
YGL030W		-1.054120039837335		-1.2670203890228549	-1.64854576411269	
YGL031C			-1.2131745246359098	-1.236845219133575	-1.74084995866938	
YGL035C						1.46684002053664
YGL036W					1.56391853692098	1.5925203473421448
