	Tneg1	T45	T60	T90	T180	T300
YGL037C		2.76119255863164	2.387005898300335	2.4813548830025898	1.3992289020667301	
YGL038C		1.054996259888795	1.08836373988527		1.18786856906077	1.4660490742406846
YGL041W-A	-1.2344529084452702		-1.435524174744065	-1.1921389210540552		-1.68226913785751
YGL045W		1.1107775298099551		1.1925807671843498	1.7286872182440751	
YGL052W		1.11799572454054	1.376725622091175		1.2146423771371049	
YGL053W				1.1138491374357349	1.1706702832224	
YGL054C					-1.16610019290024	
YGL062W			1.14726538060755	1.22272132669963		
YGL068W	-1.080319380607575				-1.50809385358274	
YGL070C		-1.217302961852285	-1.3451902495972652	-1.020406543443955	-1.483980973444675	-1.28798582821459
YGL096W			1.1682163242578052		1.6745050431386201	1.37338620045707
YGL101W			-1.0263162313783152	-1.0169997925174652	-1.516832863476635	
YGL102C		-1.713262717382535	-1.3058482439858201	-2.319987722010155	-3.287562067299345	
YGL103W		-1.5654596381269652	-1.1155594958059951	-1.086936336825675	-1.702071556867045	-1.479644529577695
YGL104C		1.34049959280737	1.443799119126325	1.51230821382391	1.3159897221129948	
YGL106W					-1.107414409136065	
YGL108C		-1.0920338162199998				
YGL109W					-1.3684369322271648	
YGL117W	1.0397549466387799	-1.3676161799984001		-1.76263062222721		
YGL121C				1.10008020274703		
YGL141W		1.27623220441786	1.200746539000435	1.166587059937575	1.1397795944523899	
YGL146C	-1.12365612529848					
YGL147C			-1.126092108109785	-1.34218263306167	-1.77397589235562	
YGL148W				-1.0619157494510398	-1.100078734387105	
YGL153W			-1.5193312400706451			
YGL156W		1.30758097052478	1.760975757797895	2.15428524839544	2.6209454583839347	1.587387546068745
YGL163C					1.2979118810870551	1.156740832744795
YGL165C	-1.37447578507923					
YGL166W	-1.80183430451755		-1.2819340607484349			
YGL167C					1.11122247838034	
YGL173C			1.160856793589695			
YGL178W	1.23337161051793	1.198495677463755	1.3197456018412952	1.52547693769719	2.3960365053622152	
YGL179C		1.458019923560965	1.41289301744145	1.645042684839555	1.9205034255820599	
YGL180W		1.8810232248880752	2.1442863027882746	1.761111583733255	2.090887854352645	
YGL186C		-1.068745058088485		-1.31289513808382	-1.3433031043866699	-1.580626362322675
YGL187C	-1.67077756304572		-1.02875674134077			
YGL189C				-1.16175360082788	-1.4044924279653	
YGL191W	-1.257980693329735					
YGL197W			1.1704213957919398		1.46006869162712	
YGL208W	-1.3891457241395648					
YGL209W	1.1924409583661402					
YGL220W					-1.1083387268980451	
YGL224C	1.0464128960591101					
YGL226C-A					-1.0564737458666849	
YGL226W	-1.085647666002985				-1.258571110359615	
YGL227W			1.24296431423649			
YGL237C	-1.24345664325052					
YGL249W					1.635758622664045	
YGL250W	-1.10808514596306	1.07147595767066				
YGL251C		1.294856803496355	1.8304196770693402	1.323979819032375	1.77640515861779	
YGL255W		-1.7894963581400951			-4.111699159831446	-3.2969959355240697
YGL256W						-1.765918734389635
YGR020C				-1.088310776552335	-1.269472910501665	
YGR023W		1.3113641748161649		1.1832423758748298	2.05277291309489	
YGR027C				-1.0302886416276502	-1.55787185055188	
YGR029W					-1.3065350801253848	
YGR030C					-1.314578669544215	
YGR032W		1.565442922266995	1.7289183140178648	2.320064548156015	2.6213591006603547	
YGR034W			-1.02723313814436	-1.290706309855375	-1.94551602899016	
YGR035C	1.847357245582375					
YGR043C				1.76147542623182	1.83143753900542	
YGR046W	-1.21231809517313					
YGR048W		1.19257619022999		1.1257253273723449		
YGR060W					1.080595052582345	
YGR063C					-1.5797416595824503	
YGR065C		-1.20863470231696	-1.355184882806185	-1.38061178172144	-1.5363851654654348	-1.81341041737386
YGR070W		1.63746533689574	1.9404440636569698	1.6534571201647301	2.2813534213390447	1.849356856922765
YGR074W		-1.6724617663315002	-1.6402416773556499	-1.1294114968475149	-1.900203696830125	-1.7316272234751602
YGR078C					-1.070370006492615	
YGR079W		-1.11164471498339	-1.0779853028651099			
YGR086C	-1.221297692657965					
YGR088W		1.8328712913591452	1.8834971286843598	2.08514282897016	2.34648027136856	
YGR096W	1.23372460175977					
YGR097W	1.982666600665165		1.107082705248175		1.673441473369705	
YGR098C			1.2463757130946			
YGR105W					-1.35317912977965	
YGR108W		-1.381171252281045		-1.5865843470543801	-2.202827738337055	-1.4453440508064
YGR110W	-1.740874817084485					
YGR118W			-1.0316218958743302		-1.5421532331713599	
YGR138C	3.0759061996069397				2.072183528970855	
YGR142W		5.98790779187866	5.7135492030457105	6.322395757864065	5.411293247965815	2.9404332955021752
YGR146C		2.832755173973685	2.4113065055329796	2.932983822100385	2.8647496669441397	1.8504513740561648
YGR147C					-1.075965610893005	
YGR148C					-1.2180263346095899	
YGR149W		1.079122629577745				
YGR153W		1.219961546030625				
YGR157W			1.278179057008205			
YGR158C			-1.203894035165625		-1.04763512839606	
YGR159C			-1.383353664459435		-1.074625035580575	
YGR161C		2.83125805421271	2.2558043445276	2.733003098725545	2.0587369484297198	
YGR161W-C		1.3267692447050852				
YGR166W						1.0836853781457199
YGR169C-A		-1.42295408489106			-1.273995046024345	
YGR174C	-1.4642619017690999					
YGR175C			-1.14461250668818			
YGR180C	2.12116070038177	2.431983613549085	1.5068916175771347	1.89146907588868	1.86120826260402	2.123757776954295
YGR183C	-1.588497979604615					
YGR184C			1.270056374383615			
YGR187C			-1.3055622810849647		-1.07128020664532	
YGR189C					1.37805675206276	1.108685536549645
YGR194C			1.1953502912129301			
YGR208W			-1.5166931166684052	-1.2896566252573551	-1.30497098201532	
YGR211W		1.8824644906263601	1.26971444866395	1.834983398019785	1.126093703264425	
YGR212W		1.32162765297359		1.180935556896525	1.73481736336332	1.2160105157934
YGR213C		1.516257673972715	1.4126136953614001	1.948015520239645	2.638397505478345	1.8831742077657903
YGR214W					-1.038652724405235	
YGR223C			1.05200574973126			
YGR224W		1.4290045973534498	1.59766288149764	1.18764657600392	1.6242517881867253	1.112487051384315
YGR229C			-1.07313248329501			
YGR234W	-2.0342155489912748	-1.26369179136847	-1.3227320002563152	-2.4061201792098306	-2.4541449045233747	
YGR235C	-1.135883775279365					
YGR237C		1.0539065943705				
YGR239C		-1.811206716171815	-1.2700275847043851	-1.44133459133225	-1.3807758461109398	-1.68778125115057
YGR243W	-2.40297646519869					1.4345899948376202
YGR244C	-1.2645835267388899	1.45645221552653	1.2802464236942699	1.35631877648161	1.29025410223443	1.35924655797209
YGR250C		1.1344032311344998		1.33628201128285	1.74985247194999	
YGR251W		-1.37095518582319	-1.4183019334555649			-1.53185627430379
YGR260W		-1.2653575296002852	-1.49790720925811	-1.73142710577106	-1.575791843300855	-2.3318103646794004
YGR262C					-1.12203336319827	
YGR267C					-1.13686339157696	
YGR268C		1.12287364560132				
YGR271C-A					-1.39765504163012	
YGR271W					1.134265443779005	
YGR280C			-1.122889009222905			
YGR281W			1.23588227148797			
YGR284C		1.580042794003765		1.71897449430542		
YGR287C		1.16435754942568	1.28624927109145	1.211932132366365	1.8941771593055998	2.3081591988293804
YGR288W					1.49751903810822	
YGR289C		2.45591778564817	2.104141945211405	1.816149269159745	2.2850255594699798	2.8919301213782953
YGR295C					1.190061093034	
YHL008C				1.11093628791637	1.21718335533579	
YHL012W				1.1508017637013852	1.2591804273277498	
YHL015W					-1.3819451614059148	
YHL020C	-1.8403816448117647	-1.18730135656463	-1.36314920897374	-1.4713140460902001	-2.083950276532355	-1.500128677940575
YHL021C		2.266804586827655	1.9962763343019452	2.112233214248635	2.5760286749481196	1.5636935006372001
YHL024W		1.654684317048325	2.0310548207601897	1.89824192829904	1.9437308118602399	1.45883592692048
YHL030W		2.20606809815451	2.33738102503516	1.813748974811805	1.486257313009225	
YHL032C			1.056367396046245			
YHL033C			-1.0605811734084751		-1.050105857151785	
YHL035C	1.56225372199447		1.7034690590279449			
YHL036W			1.07287234672658			
YHL043W	1.39601466135127	1.088556835315915	1.6626592778994949	1.484761909051865	1.688573160129125	
YHL048W	1.216732636739235	1.442991170977915	1.4522374668717801	1.47899411064965	1.8617521845305451	1.3696520130161451
YHR001W-A	-1.643722793086865					
YHR002W	-1.1559216179226501					
YHR005C-A					-1.1874864142983501	
YHR007C					1.10902236638052	
YHR010W			-1.27874687942721	-1.31483491290262	-1.9475754532287	
YHR013C					-1.1197344871046049	
YHR015W				1.28248739243603	1.565544686222475	
YHR016C		1.251135423461565	1.2428496826830098			
YHR018C		-1.425814149618015		-1.9503625204724349	-1.913563190477585	
YHR021C		-1.26105073701096	-1.701812492248645	-1.590013666556095	-2.23883648664145	-1.5637313763137102
YHR023W	1.224049318123045					
YHR027C		1.06764981826423				
YHR029C				-1.1812076659821251	-1.3255996016925349	
YHR030C		1.4158069588452098		1.16063816881057	1.5825326802617001	
YHR032W		-1.0742262815510348	-1.277881492441725			
YHR032W-A		-1.91558918639968	-1.676226005352325	-2.067331487565695		
YHR037W		1.052388283873235		1.148173349661075		
YHR039C-A					-1.01459884005051	
YHR041C				-1.187883072634175		
YHR043C		1.70223519930894	1.5640053371530551	1.8075593351675847		
YHR044C				1.164987667764545		
YHR046C		-1.3618650389251252	-1.4342240825738348	-1.1044652245068098		
YHR049C-A					-1.14395593366234	
YHR050W	-1.2983445869721302					
YHR051W	-1.41957828961622					
YHR052W			-1.25766296065544		-1.1340797202069401	
YHR061C	-1.06588919270617					
YHR063W-A		-1.36768114931547			-1.9095661297082502	
YHR066W					-1.16176962302922	
YHR068W			-1.03775949666248			
YHR069C			-1.409613561371565			
YHR070W			-1.02260556653805			
YHR071W	1.10328399080793					
YHR072W-A		-1.29402699322062	-1.4022342800665553	-1.311326145745375	-1.8868458354598499	-1.7506156615085149
YHR075C			1.1324391555182651			
YHR080C			1.3060606199850953			
YHR081W			-1.11974066189051		-1.170307589455915	
YHR082C		1.7108117529181002	1.99829337117791	1.79156308341329	1.90612520789296	
YHR085W		-1.100792183542725	-1.3336842721429898	-1.2860341326549198	-1.400829022500885	
YHR089C		-1.0552929324935052	-1.2042657240609	-1.3113643928141552	-1.769684668234195	-1.18534638499313
YHR092C	2.71873453772326	4.044429769242095	3.891159248443005	4.312378020188465	4.31797828452802	4.080159636106335
YHR094C			-1.482681866312245		-1.127752944070725	-1.705688881059015
YHR096C		1.22957387903051	1.321583896279015	1.6263668955095598	2.4603637596589953	1.2409154791945851
YHR097C				1.3885545853406098	2.024298584588455	1.7298649275697549
YHR104W		1.92015164815838	1.729897093227775	1.6859456859689899	1.3372188411597752	
YHR113W						1.139064186895205
YHR116W	-1.31193853788918					
YHR121W					-1.2843129724682352	
YHR122W					-1.09265977970666	
YHR124W					1.384648975515125	
YHR128W			-1.50446780033189	-1.203762518958845	-1.221670792819585	
YHR132W-A					-1.5181377199969899	
YHR138C	-1.13770814631677	1.97463006096508	1.28942475135928	2.373796860777865	1.199309183445975	
YHR143W			-1.244594970422045	-1.7204108983436899	-1.4344607364719248	
YHR143W-A		-1.08741443123182	-1.53225430401851		-1.1315903097254099	
YHR144C			-1.1727326416272401			
YHR147C					-1.1491493554332801	
YHR148W			-1.167399502971065		-1.0135151688180501	
YHR155W			1.265776208489695		1.304470968487245	
YHR159W		1.26819661989822	1.243828381753675			
YHR162W					-1.643173513162335	
YHR164C			1.2632823514870999			
YHR169W			-1.145468753058375			
YHR170W			-1.013832390789755			
YHR171W			1.262044838485035			
YHR174W	1.1264524295112501					
YHR184W			-1.23416838439503			
YHR188C						1.07478657223199
YHR191C		-1.1690740041232799			-1.548105529943375	-1.17472996265228
YHR193C					-1.012098041250445	
YHR194W			1.06585091880511			
YHR208W			-1.309476526894085	-1.7815943732652553	-1.7260963459449297	
YHR209W		1.44861825585862	1.5028139351575	1.71932470404016	2.4060432850610445	2.4128922056814748
YHR211W			1.16258621236291		1.9245151503875149	1.515397222920385
YHR216W	1.072158885415665					
YIL002W-A		-1.07642560859516			-1.1886967242891051	-1.14399132632931
YIL004C					-1.1862304201057552	
YIL006W		1.1757357214267001	1.2647408663154303	1.232545796413235	1.1253442864075498	
YIL008W		-1.071285358062875	-1.187305657832525			
YIL009W		-1.210372462919615				
YIL011W					1.547159592279005	
YIL013C					1.45164516602097	
YIL016W					-1.2066818744422199	
YIL017C			1.245657021040285			
YIL018W			-1.180854613603045	-1.130786477041465	-1.4158271927253299	
YIL019W			-1.111235134536205			
YIL020C			-1.06668768225347	-1.02837084586238	-1.1501043531206951	-1.223858518201855
YIL021W			-1.137276482573705		-1.08234831996623	
YIL024C					1.2689122944991702	1.39030659957375
YIL031W			1.1570016715878801		1.4035361935933	
YIL042C	-1.5034264000247348					
YIL045W			1.0909664535142451			
YIL050W	-1.4227098142259251					
YIL053W	1.4913532975597952	-1.3263164725359	-2.071183362128685	-1.535887191896415	-1.36460658074591	
YIL055C			1.4590473154319599	1.474085682342655	1.45896790469387	
YIL064W					-1.18600302826401	
YIL069C					-1.0246240290685051	
YIL070C	-1.0912721147457551					
YIL079C			-1.15230982470054			
YIL093C					-1.275524607985815	
YIL094C		-1.585608756133405	-1.9948740494353001	-1.95369931171245	-1.8263141655505453	
YIL097W		1.20191536707969			1.169056821440205	
YIL098C	-1.121352803206015					
YIL101C		2.5630541440806445	1.7632656664717752	2.535459012439015	2.737087983396405	2.272013899134355
YIL107C		1.862577819185545	1.8715988540725297	1.758612089753	2.0662554188429505	1.959915814975615
YIL108W					1.2890059120156099	
YIL110W			-1.0289167969853898			
YIL111W	1.5022175246278948				-1.256525274837875	
YIL114C						-1.1976242304011149
YIL116W		-1.14656013113701	-1.30504407098049	-1.57322865779262	-1.47833489262708	
YIL117C		1.396451760648045		1.624395308738805	2.59072759619278	
YIL118W		-1.074951908591765	-1.22087544540787	-1.10081539538641	-1.2352451173200398	
YIL120W		1.459270669410925	1.453208933336765	1.793372582124825	1.46195076461071	
YIL121W				-1.0178810879884148		
YIL125W	-1.5897698269699299					
YIL127C					-1.37431460508731	
YIL129C			1.26287601885315		1.264616243142445	
YIL133C					-1.1967777131545398	
YIL136W						1.12246212142561
YIL140W					1.6151417971056747	
YIL146C					1.3045262140982148	
YIL148W			-1.06692012280166		-1.47321419819257	
YIL155C		1.788589191016295	1.8317425893157298	2.05030662130681	2.0887327547374452	1.9863974208471098
YIL156W-B		-1.20189979395648	-1.0729219913915848	-1.42721303443748	-1.9597252529848501	-2.186561212503605
YIL158W					-1.8891760238581448	
YIL159W					1.1699296312944099	1.23221662403622
YIL160C						1.59750509569451
YIL162W		2.557639574131965	2.706670736374825	2.6672103376967398	2.5087162610727196	2.5462241151172202
YIL166C					1.261794433969385	
YIR005W			-1.17034228366134			
YIR007W			1.21533054949237		1.4770253489925347	
YIR009W			-1.1176741864594448			
YIR011C			-1.0841545504853851			
YIR012W			-1.24346186986549			
YIR016W	-1.2972410889275299					
YIR018C-A						-1.82559599914612
YIR019C					1.4832279315685	
YIR022W					-1.03914373614298	
YIR026C			-1.12442756892853			
YIR027C	1.42009011312429	1.242302568649225	1.209033791212135	1.66101298226359	1.81651032686187	
YIR028W					1.09016402867926	
YIR029W	-1.769760956328585					
YIR034C		-1.5853892809832102	-1.65469915766534	-1.844517527955745	-1.5412747452566151	
YIR035C		-1.1357356383104298	-1.1644968053304598			
YIR038C			1.073095303602475			
YJL005W			1.374430866467875		1.17930562369514	
YJL009W					-1.6553425462278	
YJL011C			-1.73326198711152		-1.7045459468252853	
YJL016W					1.80940910112624	
YJL020C					1.071381439716455	
YJL025W	1.160795244758945					
YJL026W	1.749931181375385	2.080422698292575	1.38171673290989	1.566528114851725	1.783830624065445	2.2016451904927448
YJL034W		3.324259249789895	3.035885016438585	3.4029595460947597	1.89258035353848	
YJL038C					1.70868827282905	
YJL048C	-1.179336604537415					
YJL055W					-1.079974577164475	
YJL057C		1.266528023717755	1.3246285820979151	1.438865304330485	1.3793378160400902	1.409551160330515
YJL059W			1.110922310658395			
YJL060W		1.140556430091395				
YJL063C					-1.203674523171815	
YJL065C		-1.1473423620891599				
YJL066C					1.24269175399952	
YJL069C			-1.14714406625703			
YJL070C		1.0514041201859599	1.5029834406034301	1.1874026801914002		
YJL072C				-1.0393396419859149		
YJL073W						1.3252086895169248
YJL079C		-1.086226387758665	-1.0187664611083052	-1.08372652364055		
YJL082W		1.2504008281535048	1.19475263991202		1.119977960958285	
YJL084C					1.1976487615756901	
YJL088W	2.036782481096255	-1.178485701584535				
YJL092W			1.16781499051954			
YJL093C			1.051569480689365		1.1071139145145001	
YJL094C		1.099972965678485		1.0848040884119552		
YJL095W			1.25127988791922		1.16347560010955	
YJL096W					-1.06085579745878	
YJL101C					1.155258857770625	
YJL102W		1.315506783247625	1.476291566767635			
YJL103C	-1.0809221691811448	1.6516787341937351	1.517348787520275	1.5193956090949348	1.6971585773915898	1.4157775515108
YJL104W					-1.60160117395587	
YJL105W		1.18452721724716	1.725424785037885			
YJL106W		1.558044939609225	1.550696657920435	1.225849528873555	1.8724849861740152	1.4004491385801847
YJL107C					1.63490299458568	1.414084236747125
YJL108C				1.08265715718728	1.65764975371874	1.47953556780469
YJL116C		2.005509329486455	1.568386584117075	3.02224893972174	3.9000756868241053	2.5079231770956953
YJL122W			-1.14020611390939		-1.4245936075724002	
YJL125C			-1.263573388003825			
YJL127C-B				-1.1579431505851048	-1.27761503684484	-1.5505405343045748
YJL130C	1.156624543303825					
YJL132W		1.07740220770888	1.43100027977977	1.23358738553092		
YJL133C-A					-2.118889900510435	-1.60248201046945
YJL136C			-1.094183387855475	-1.1814954236100799	-1.717443033144525	
YJL138C	1.04995850413982					
YJL141C		1.1428727546830602	1.1062773383738			
YJL143W					-1.0664346616909148	
YJL151C			-1.1746725230228652		-1.2731169101729751	
YJL153C	-2.648089666837185	3.612228999294015	3.0616278770584646			
YJL159W					1.313441875403385	
YJL163C		1.399719921203165	2.023021283015055			
YJL164C			1.419889572195535			
YJL165C					1.267489608442535	
YJL166W	-1.511147534057065					
YJL171C				1.2409054123132002	1.5230209277766948	
YJL179W			-1.1631160628787702			
YJL184W			-1.01774514527407	-1.1969217515728299	-1.5687309689917548	-1.30980678611086
YJL185C			1.14879114286765			
YJL188C	-1.330424511096305	-2.03812260127617	-1.4496994607465599	-2.1526766948948053	-2.924448033824155	-2.4337265505998404
YJL190C				-1.283414896898405	-1.958773224254365	
YJL196C					-1.287082423448875	
YJL200C			-1.155112464612515	-1.098930867325705		
YJL206C			1.28070288745213		1.204488930518715	
YJL208C			-1.134530978801625		-1.0579201016801352	
YJL212C		1.4189998436350248	1.4118937460171501		1.49732708435459	1.27543603725004
YJL213W	1.9981470180399348	1.12288610963043	1.088354437574175	1.11348322848499		
YJL218W	1.1969458743125898					
YJR004C			1.060538492181545		1.5158858132276651	
YJR008W	-1.522582672789175				-1.140442829282585	
YJR009C		-1.47327310659559	-1.83095161400973	-1.84384959575748	-1.1804283621574299	
YJR010C-A		-1.1740098995227148		-1.028729433270915	-1.043757550298375	
YJR010W					1.32628934069325	
YJR011C					-1.270985695770615	
YJR012C		-1.02953056967494				
YJR016C				-1.339618941635885		
YJR019C	-1.249706987746755					
YJR024C		-1.029244147656215	-1.132905516797705	-1.0890724203950848	-1.06827341131952	
YJR025C		-1.2719103522424402	-1.1190643366096902	-1.37952566643543	-2.2550569679833403	-2.5104123432636
YJR033C			1.3130073702005598		1.18724627444925	
YJR034W	-1.092223447866125				-1.24597186392353	
YJR039W		1.38768698155901	2.181763903027185	1.2952802178245	1.38411531259045	
YJR044C		1.0530140414249				
YJR045C		2.2978546341546204	1.88040156356068	2.13750145394374	1.478467187447785	
YJR046W		1.50075005163329	1.41174545228783	1.6216986929749804	1.3401152509766852	
YJR048W	-1.83998545898046					
YJR053W						1.061918994950965
YJR055W		-1.02787021986532	-1.040693892595745			
YJR058C					-1.133313858933815	-1.358627942066585
YJR061W			1.30520631218259		1.05882338069774	
YJR063W			-1.48988133138581		-1.050283885602505	
YJR067C		-1.2249004550725			-1.3308406620124151	
YJR069C			-1.1694042939960152		-1.026613962366585	
YJR070C			-1.280680398797445			
YJR073C	-1.3292105888774453				-1.8413655090590901	
YJR074W			-1.1741773666226551	-1.13660317829279	-1.5360681369451297	-1.4370078182816752
YJR077C	-1.104305964587835					
YJR079W	-1.6544824120324848					
YJR080C	-1.150441522026255					
YJR085C	-1.27856224591823				-1.097312603290105	
YJR091C		1.56631151725637	1.22738637693519	1.20716146513381	1.6856740902582	
YJR094W-A		-1.504935103972735	-1.5618945699055202	-1.6695558661349001	-2.3701614409677454	-1.73138710040255
YJR097W			-1.087504379278745			
YJR101W			-1.11695546875819		-1.547553704453585	
YJR104C					-1.536030431764515	
YJR105W					-1.031726518902755	
YJR106W		1.644938813629415	1.661344796663415	1.6407418172021853	2.25399344021409	1.9196114196275
YJR107W		1.07849326081305	1.58089174905842	1.259136292747805	1.596338288867635	1.091042157304805
YJR109C	1.1959760978718599	-1.225105196820865				
YJR111C				-1.2745285173298202		
YJR112W		-1.48103485724045		-1.4712462450147301	-2.2522306318721554	-2.045375838675975
YJR117W		1.87196001929597	1.450340387038265	1.69215061427056	1.529030728602005	1.72882997719545
YJR133W					-1.49249290634477	
YJR137C		1.0536795819164149	1.6069509076042952	1.227656037761975	1.5225436610506549	
YJR138W			1.119379862223145			
YJR146W	1.06536555913681	1.2924936729357999	1.6590409119473601	1.3525855622345349	1.210936315194475	
YJR148W					-1.491210648656615	
YJR149W		1.10807867727374	1.2061987037488748			
YJR151C		1.201622383814585	1.602554788933535	1.54767890178229	2.2907218803994103	1.85353467871007
YJR153W	1.2633072701064552		1.2323717137317	1.3331636110840202	1.95372397943295	
YJR154W			-1.06228370661916			
YKL001C				1.3825097441663399		
YKL006C-A					-1.08046162766239	
YKL009W			-1.4644373417353198		-1.4955167607501152	
YKL016C	-1.030928665420125					
YKL018C-A			-1.0484607462719149			
YKL021C			-1.209618351318095			
YKL026C			1.4381503907742	1.46568189727049	1.27973468699952	
YKL029C		-1.3877204845159001	-1.9378680828554447	-2.15848942761624	-1.1702293700797501	
YKL033W-A				-1.35829467496626	-1.652786254270165	
YKL034W			1.346446492917805			
YKL035W			1.115453584547285			
YKL038W			1.3268229215988652			
YKL050C			1.1100310839533698			
YKL056C					-1.41221774795614	
YKL058W	-1.1262312071361302	-1.21560453478358	-1.0510812444769848	-1.0604343137999601	-1.911746515760365	-1.727245104893965
YKL060C			-1.66635677362649	-1.429172941553345	-1.374035142829685	
YKL061W	-1.30029600396277					
YKL062W					1.63689415971564	
YKL067W	-1.18846983038328					
YKL068W-A	1.32926752686175					
YKL070W	1.082084806176065				1.100928536230595	
YKL071W	1.460581808814215	1.120097343172245	1.422521870220835		1.9343193683749402	1.05373925251335
YKL072W	1.43316478749702					
YKL073W		1.4421638598814701	1.216612786660935	1.307533572874465		
YKL093W		1.38958053686306	1.2585061847488401	1.3251835173630697	1.248264099515795	
YKL096W			1.3968516158712498	1.39357930800138	1.8754580380244499	1.9568473046294503
YKL096W-A	-1.193283879069805					
YKL099C			-1.68305003519565		-1.56528333900303	
YKL101W		1.2168347652601001	1.4556630791078202		1.62398088951947	1.660305580782805
YKL103C		1.6303052750693248	1.6697429015616998	1.3295011615585248	1.145621338557155	
YKL104C		1.17134245194355		1.258218106247595	1.71944027603905	1.82734283831732
YKL105C					1.1775577783692148	
YKL109W					1.10237133228122	
YKL120W		-1.51749641133545	-1.4526062926116752	-1.8130531184948198	-2.2741456181696247	
YKL121W					1.247003234394115	
YKL124W	-1.0782533749803052				1.16944487758266	
YKL129C		1.1335505078236099	1.3265076768079949		1.4510046857091599	
YKL133C			1.32822412828346		1.1965776011089249	
YKL137W			-1.19124862036667			
YKL138C-A	-1.061456064687735					
YKL141W	-1.5430505405515902					
YKL142W		1.1035893015774598	1.1500430937250101	1.32216828758224	1.16318226479962	
YKL148C	-2.2278839319150148	1.12786359002651	1.18786634314875	1.493520575583965	1.984368428244635	2.866429337711395
YKL150W	-1.28468300683651					
YKL152C			-1.2612331324200698		-1.487149078622995	
YKL156W		-1.4036279901901199	-1.292769721847025	-1.3503075006920549	-2.18626358121786	-1.7182332241767897
YKL159C					1.11761739472936	
YKL161C		1.513537748897925	1.4464592405041699	1.6293033304233049	2.299316194997065	1.568988168431515
YKL162C					1.12486898447875	
YKL163W		2.1214245782311902	1.694942313281825	2.5162771252864	4.32741640207732	2.859292825448045
YKL165C		1.65282614032575	1.618586247465025	1.57984414502898		
YKL171W	-1.1285551974064099					
YKL174C					1.099426037215085	
YKL175W						-1.841078815848125
YKL180W					-1.1949293693788552	
YKL187C		1.5286997432811997	1.8341602252667548	1.68164721694505	1.86917027430144	1.414606547912845
YKL188C		1.444218514783455	1.48514855373206	1.258701836853725	1.52397794376953	
YKL195W	-1.0737770571841452					
YKL197C			1.0815583694023099		1.1527520937631701	
YKL201C				1.2136264494307998	1.7584363168855	
YKL203C			1.071813048964315			
YKL210W		1.247746756836735		1.08170363134208		
YKL216W			-1.141623617189725		-1.133848560064465	
YKL217W	-2.9889661859340704				1.861543432291495	
YKL222C		1.143602855339575	1.05498723931357	1.17321935981482	1.4594840494142902	
YKR005C		1.044160997875415		1.1646106305278803		
YKR007W			-1.23042911170415	-1.3704878679928352	-1.44098979669638	-1.286268101149805
YKR011C		2.013821528840245	1.7111737113259151	1.69984602009596	1.48647831782142	
YKR013W					1.144457426463385	
YKR015C			1.466662107251775		1.4452215938129052	
YKR020W	-1.06514634417489					
YKR026C			-1.08398152303996		-1.18800212581119	
YKR031C			1.1348030293698352			
YKR039W	-2.1903424005833103					-2.31206618488615
YKR050W			1.242918301130905		1.535758578818535	
YKR052C				-1.1531307599677		
YKR053C					1.866943596419265	1.2664497929755
YKR054C			1.2966374221502899			
YKR057W		-1.4165399821607698	-1.30596482639037	-1.66288283717707	-2.451590796280535	-1.7206578764391351
YKR058W		1.65559519098165	1.5654595648915			
YKR060W			-1.20459670240855		-1.1376816182265999	
YKR061W				1.5692860380916	1.793543723954165	1.217862718293015
YKR067W			1.207983763882275			
YKR069W					1.245269881847725	
YKR074W					-1.2460933536796999	
YKR075C		2.8783421675511	1.84123710054985			2.60035348365661
YKR076W		1.6504935004739798	1.37088590365254	1.5591794031654	1.22519482708493	
YKR080W		-1.198457800945725	-1.47910194590272	-1.60790315234956		
YKR081C			-1.030471697898465			
YKR083C		-1.100888124997395			-1.4841432919982749	
YKR085C			-1.120246492172935		-1.83112350710853	
YKR091W		2.1154995612782153	2.1221247271932446	2.192597701388505	3.0483852936496403	1.718647076481845
YKR092C			-1.243581104838845			
YKR094C			-1.261322727842245	-1.2469826986901649	-1.8656358499285353	
YKR097W		1.045298431335965				
YKR098C		2.30988572784561	2.0205846707641	1.7567900220909751	1.7394223150853951	1.473424719651115
YKR099W	1.2694939319865102					
YKR102W		1.2634873441918648	1.3948489178668602	1.36628480031056	1.9670428007352203	1.8136174907557
YKR103W			1.54373799686257		1.326480043602885	
YKR104W			1.2115984415723502		1.311241022430485	
YKR105C					1.2903508314511152	
YKR106W				1.1074113203977751		
YLL001W	-1.088812588908855					
YLL005C			1.2793105500155648			
YLL009C	-1.379734277036865				-1.44543259017018	
YLL014W					-1.4393718670168951	-1.412877439820005
YLL018C-A		-1.26860204924354	-1.4048275080845198			
YLL024C		3.57122720414422	3.0468644072206947	3.06647790604954	2.1140622077394653	
YLL026W		5.363914190879255	4.982464631994425	5.160341869045865	3.9799523455334347	2.170882998343375
YLL027W	-1.2307995080187002		-1.11653825462531			
YLL039C		2.7024257412000354	2.289975558780305	3.1481442289963453	2.032322051272755	
YLL040C		1.123704969303765	1.689150445608145	1.21288714736439		
YLL041C	-2.504072574347055					1.689938210803985
YLL045C					-1.07629076436824	
YLL056C					1.060357029924365	
YLL057C					1.22980479732925	
YLL058W					1.22656025262881	
YLL061W		1.5643964006844502	1.64886886108932	1.493338003634105	1.9123434792274248	
YLL063C		1.1110632370213152	1.1215151779592651	1.238841765055895	1.18333701773683	
